Province,Local Authorithy,District,Constituency,"WardNo.",Polling Station,Facility,"Dabengwa DumisoZAPU","Mugabe RobertGabriel ZANU PF","Mukwashe MunodeiKisinoti ZDP","Ncube WelshmanMDC","Tsvangirayi MorganMDC-T","Total VotesRejected","Ballot PaperUnaccounted for",Total Votes Cast,"TotalValidVotesCast"
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Chireya,35,Gwebo,Primary School,8,359,5,20,86,7,0,485,478
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Chireya,35,Magaya BC,Tent,5,483,1,6,41,27,0,563,536
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Chireya,35,Mudondo BC,Tent,1,110,2,7,36,15,0,171,156
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Chireya,35,Timba B/C,Tent,3,315,4,9,76,8,0,415,407
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Gumuny,6,Chedungwa BC,Tent,1,94,0,4,22,1,0,122,121
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Gumuny,6,Kafushaire,Primary School,3,266,1,7,65,7,0,349,342
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Gumuny,6,Mashame,Primary School,2,458,1,7,71,13,0,552,539
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Gumuny,6,Munyanga BC,Tent,1,228,3,2,53,7,0,294,287
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Gumuny,6,Mwadze BC,Tent,5,215,0,5,34,6,0,265,259
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Gumuny,16,Chomuuyu,Secondary school,1,262,1,9,55,3,0,331,328
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Gumuny,16,Gumunyu,Secondary school,4,256,0,180,136,4,0,580,576
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Gumuny,16,Marima BC,Tent,1,204,1,6,48,6,0,266,260
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Gumuny,16,Mvumvudze,Primary School,2,180,2,6,91,5,0,286,281
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Gumuny,16,Nyamasaka,Primary School,1,42,0,2,46,2,0,93,91
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Gumuny,16,Pagravel (Open space),Tent,3,221,0,11,96,10,0,341,331
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Gumuny,17,Chimhamhari BC,Tent,0,171,0,0,14,1,0,186,185
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Gumuny,17,Chomuuyu,Primary School,4,45,1,7,32,3,0,92,89
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Gumuny,17,Gunguwe BC,Tent,0,125,1,1,8,3,0,138,135
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Gumuny,17,Mashuma,Primary School,2,300,0,5,40,5,0,352,347
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Gumuny,17,Nyamatsito,Primary School,1,402,0,4,17,3,0,427,424
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Gumuny,17,Tenda,Primary School,1,372,1,6,30,10,0,420,410
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Gumuny,18,Gandavaroyi,Secondary school,2,473,0,9,37,4,0,525,521
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Gumuny,18,Madhanga BC,Tent,2,193,0,3,13,1,0,212,211
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Gumuny,18,Mavanga,Primary School,0,233,1,21,58,2,0,315,313
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Gumuny,18,Mawere Collection Point,Tent,0,280,4,5,30,8,0,327,319
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Gumuny,18,Zvanaka,Primary School,1,321,0,2,8,6,0,338,332
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Gumuny,19,Machichiri,Primary School,3,165,1,2,44,2,0,217,215
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Gumuny,19,Mavere Church,Tent,5,223,3,15,110,6,0,362,356
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Gumuny,19,Muchowe BC,Tent,2,114,1,3,32,6,0,158,152
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Gumuny,19,Munyatipansi,Primary School,6,432,2,18,122,12,0,592,580
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Gumuny,19,Tanda,Secondary school,3,219,2,7,99,8,0,338,330
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Gumuny,20,Chaminuka,Primary School,0,270,1,4,44,2,0,321,319
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Gumuny,20,Hwadze,Primary School,4,266,0,3,17,7,0,297,290
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Gumuny,20,Musadzi,Primary School,1,239,0,5,5,4,0,254,250
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Gumuny,20,Village 17B,Tent,5,284,0,2,19,7,0,317,310
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Gumuny,20,Village 26C,Tent,1,133,1,4,28,0,0,167,167
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Gumuny,21,Mangorohwe,Primary School,1,266,2,0,15,3,0,287,284
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Gumuny,21,Mbowa BC,Tent,1,170,0,0,5,3,0,179,176
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Gumuny,21,Norah,Primary School,3,369,1,5,50,11,0,439,428
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Gumuny,21,Tafara,Primary School,1,183,0,2,16,0,0,202,202
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Gumuny,21,Village 10C,Tent,1,313,0,3,17,13,0,347,334
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Gumuny,22,Kasonde,Primary School,0,123,0,2,20,2,0,147,145
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Gumuny,22,Matize,Primary School,1,150,1,2,19,6,0,179,173
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Gumuny,22,Mutukanyi,Primary School,1,314,0,1,7,2,0,325,323
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Gumuny,22,Nyaurungwe,Primary School,2,484,4,7,97,9,0,603,594
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Gumuny,22,Ronga,Primary School,0,292,0,1,30,2,0,325,323
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Gumuny,32,Budiriro BC,Tent,1,215,0,2,24,0,0,242,242
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Gumuny,32,Dekete,Primary School,2,246,1,1,28,2,0,280,278
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Gumuny,32,Makwiyo,Primary School,0,185,0,1,6,3,0,195,192
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Gumuny,32,Mutsiva Dip Tank,Tent,2,143,1,3,14,1,0,164,163
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Gumuny,32,Ziyambe Grounds,Tent,1,111,1,19,0,1,0,133,132
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Kabuyun,1,Bharabhara BC,Tent,1,46,0,12,146,13,0,218,205
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Kabuyun,1,Kaita BC,Tent,0,40,2,5,48,4,0,99,95
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Kabuyun,1,Kamakuyu,Primary School,2,71,0,7,102,7,0,189,182
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Kabuyun,1,Masikiri BC,Tent,1,123,1,14,101,9,0,249,240
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Kabuyun,1,Simchembo II,Primary School,8,204,3,25,176,19,0,435,416
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Kabuyun,2,Chirisa BC,Tent,5,294,1,16,128,11,0,455,444
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Kabuyun,2,Chiutsi BC,Tent,5,160,5,17,261,9,0,457,448
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Kabuyun,2,Kabuyuni,Primary School,4,428,2,19,248,12,0,713,701
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Kabuyun,2,Sengwa Mine,Tent,15,192,11,38,241,39,0,536,497
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Kabuyun,2,Zhomba,Primary School,12,315,11,55,289,42,0,724,682
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Kabuyun,3,Chikwati BC,Tent,1,116,0,5,77,9,0,208,199
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Kabuyun,3,Hongoro,Primary School,11,475,1,10,50,15,0,562,547
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Kabuyun,3,Kakonde BC,Tent,0,393,1,14,80,6,0,494,488
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Kabuyun,3,Madzivazvido,Primary School,4,286,2,12,100,16,0,420,404
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Kabuyun,3,Mutiura DipTank,Tent,2,89,1,3,62,9,0,166,157
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Kabuyun,5,Chemhondoro,Primary School,9,575,4,1,27,16,0,632,616
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Kabuyun,5,Chidora,Primary School,19,495,3,18,36,20,0,591,571
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Kabuyun,5,Kasenda BC,Tent,5,323,1,4,38,7,0,378,371
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Kabuyun,5,Katamba,Primary School,4,433,0,7,55,8,0,507,499
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Kabuyun,5,Zumba,Primary School,3,465,1,4,53,18,0,544,526
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Kabuyun,27,Maranga Point,Tent,5,192,1,0,20,6,0,224,218
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Kabuyun,27,Mutengu Point,Tent,0,96,0,1,46,0,0,143,143
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Kabuyun,27,Sawirangwanda,Primary School,7,395,2,21,100,31,0,556,525
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Kabuyun,27,Sikwiti,Primary School,0,266,1,6,71,13,0,357,344
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Kabuyun,27,Zviyo,Primary School,2,97,2,1,19,4,0,125,121
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Kabuyun,28,Burure,Primary School,7,277,4,21,185,11,0,505,494
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Kabuyun,28,Matunguru/Sandura,Primary School,10,459,5,25,157,26,0,682,656
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Kabuyun,28,Mazenge BC,Tent,5,217,0,12,84,24,0,342,318
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Kabuyun,28,Nyawaya BC,Tent,6,264,0,7,71,46,0,394,348
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Kabuyun,28,Singoma BC,Tent,1,167,2,9,96,19,0,294,275
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Kabuyun,29,Bonzye BC,Tent,4,27,3,15,113,10,0,172,162
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Kabuyun,29,Dungu  Point,Tent,2,36,0,1,68,3,0,110,107
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Kabuyun,29,Lusumpuko BC,Tent,1,49,0,10,224,3,0,287,284
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Kabuyun,29,Manyuli,Primary School,2,140,1,5,114,3,0,265,262
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Kabuyun,29,Nenyunga,Primary School,4,124,4,12,170,36,0,350,314
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Kabuyun,30,Chikango BC,Tent,7,98,0,2,19,6,0,132,126
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Kabuyun,30,Kabuyu BC,Tent,8,116,5,10,132,19,0,290,271
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Kabuyun,30,Madhamu BC,Tent,3,109,1,7,102,6,0,228,222
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Kabuyun,30,Malilime BC,Tent,5,299,0,9,103,10,0,426,416
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Kabuyun,30,Vumba,Primary School,11,222,2,11,210,5,0,461,456
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Kabuyun,31,Bunyawu BC,Tent,4,37,3,6,293,23,0,366,343
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Kabuyun,31,Madhamu,Primary School,3,245,0,6,110,4,0,368,364
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Kabuyun,31,Mwelwe Village,Tent,0,38,0,1,58,0,0,97,97
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Kabuyun,31,Sabara BC,Tent,3,94,2,5,157,46,0,307,261
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Kabuyun,31,Simchembo I,Primary School,8,120,6,29,392,24,0,579,555
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Numbudziya,11,Batsirai,Primary School,1,286,5,11,167,16,0,486,470
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Numbudziya,11,Chinyenyetu,Primary School,7,558,5,22,179,32,1,803,771
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Numbudziya,11,Kuedza,Primary School,0,276,0,6,95,6,0,383,377
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Numbudziya,11,Mavhirivhi,Primary School,2,191,1,7,96,5,0,302,297
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Numbudziya,11,Mushamba BC,Business Centre,1,215,1,4,83,7,0,311,304
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Numbudziya,12,Chirape BC,Tent,1,234,3,7,62,6,0,313,307
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Numbudziya,12,Nyamazengwe,Primary School,7,548,1,10,78,17,0,661,644
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Numbudziya,12,Nyamuponda,Primary School,3,389,3,10,112,6,0,523,517
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Numbudziya,12,Nyatso,Primary School,0,232,4,5,45,7,0,293,286
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Numbudziya,12,Tanhira BH,Tent,1,211,0,4,56,0,0,272,272
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Numbudziya,13,Bande,Primary School,2,335,3,8,234,5,0,587,582
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Numbudziya,13,Dukaupfu,Secondary school,2,190,3,4,136,12,0,347,335
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Numbudziya,13,Musorowenzou,Primary School,4,340,4,9,83,11,0,451,440
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Numbudziya,13,Nyamuroro,Primary School,7,628,2,16,216,26,0,895,869
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Numbudziya,13,St Joseph Lunga,Primary School,5,732,3,29,373,19,0,1161,1142
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Numbudziya,15,Chituri BC,Tent,1,184,0,8,51,8,0,252,244
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Numbudziya,15,Dindimutiwi,Primary School,3,125,0,8,40,0,0,176,176
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Numbudziya,15,Kadzidirire,Primary School,7,485,2,9,86,5,0,594,589
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Numbudziya,15,Nyamuswawo,Primary School,6,328,2,16,170,19,0,541,522
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Numbudziya,15,Sumbe,Secondary school,3,245,1,13,107,6,0,375,369
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Numbudziya,15,Zharare,Clinic - Tent,2,126,0,2,70,9,0,209,200
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Numbudziya,23,Kwaedza,Primary School,0,411,0,2,37,5,0,455,450
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Numbudziya,23,Shingai,Primary School,0,265,0,1,27,4,0,297,293
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Numbudziya,23,Tsungai,Primary School,5,371,1,3,66,2,0,448,446
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Numbudziya,23,Village 2F,Tent,1,310,0,3,27,2,0,343,341
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Numbudziya,23,Village 8H,Tent,2,266,2,3,28,6,0,307,301
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Numbudziya,24,Chomutara Borehole,Tent,0,107,0,3,64,6,0,180,174
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Numbudziya,24,Masvingo Dip Tank,Tent,1,165,1,0,29,0,0,196,196
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Numbudziya,24,Mupawa,Primary School,0,59,0,1,74,1,0,135,134
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Numbudziya,24,Ukomo,Primary School,0,123,1,2,39,0,0,165,165
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Numbudziya,24,Ukomo Dip Tank,Tent,1,52,0,3,46,2,0,104,102
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Numbudziya,25,Copper Queen,Secondary school,0,64,1,2,43,1,0,111,110
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Numbudziya,25,Dewe,Primary School,2,149,0,1,42,2,0,196,194
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Numbudziya,25,Marowa,Primary School,0,114,1,0,17,2,0,134,132
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Numbudziya,25,Mpungwe BH,Tent,1,98,1,1,71,0,0,172,172
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Numbudziya,25,Rubatsiro Clinic,Tent,0,28,0,0,9,1,0,38,37
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Numbudziya,25,Tongogara,Primary School,2,286,2,6,58,11,0,365,354
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Numbudziya,26,Chikarimatsito,Primary School,1,99,1,4,32,4,0,141,137
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Numbudziya,26,Chiyangwa Dip Tank,Tent,1,120,0,2,43,6,0,172,166
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Numbudziya,26,Mupakwa BH,Tent,0,103,0,0,31,1,0,135,134
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Numbudziya,26,Mutembera BH,Tent,1,157,1,1,44,2,0,206,204
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Numbudziya,26,Ungwe,Primary School,2,129,0,2,90,2,0,225,223
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Numbudziya,36,Buno BC,Tent,7,260,2,14,73,17,0,373,356
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Numbudziya,36,Mhumha,Primary  School,2,443,4,4,58,28,0,539,511
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Numbudziya,36,Murwisi BH,Tent,8,422,2,14,114,11,0,571,560
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Numbudziya,36,Musorowenzou BC,Tent,1,104,1,3,47,4,0,160,156
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Numbudziya,36,Nembudziya B,Primary  School,3,202,0,13,111,12,0,341,329
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Gokwe South RDC,Gokwe South,Gokwe,15,Bomba BC,Tent,4,369,1,15,164,16,0,569,553
Midlands,Gokwe South RDC,Gokwe South,Gokwe,15,Gababe,Primary School,5,318,0,15,162,11,0,511,500
Midlands,Gokwe South RDC,Gokwe South,Gokwe,15,Gwehava,Primary School,4,187,1,20,126,5,0,343,338
Midlands,Gokwe South RDC,Gokwe South,Gokwe,15,Mapfumo,Primary School,4,496,1,11,150,7,0,669,662
Midlands,Gokwe South RDC,Gokwe South,Gokwe,15,Ngondoma,Primary School,8,528,3,3,20,6,0,568,562
Midlands,Gokwe South RDC,Gokwe South,Gokwe,15,Sengwa,Primary School,2,219,3,36,264,11,0,535,524
Midlands,Gokwe South RDC,Gokwe South,Gokwe,15,Zhombe SDA,Primary School,1,125,4,13,94,4,0,241,237
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Gokwe South RDC,Gokwe South,Gokwe,19,Chegama,Primary School,1,276,2,17,173,9,0,478,469
Midlands,Gokwe South RDC,Gokwe South,Gokwe,19,Mateta 1,Primary School,1,252,3,17,88,2,0,363,361
Midlands,Gokwe South RDC,Gokwe South,Gokwe,19,Mbumbusi BC,Tent,8,348,2,9,72,6,0,445,439
Midlands,Gokwe South RDC,Gokwe South,Gokwe,19,Mlalazi,Primary School,3,241,5,23,222,12,0,506,494
Midlands,Gokwe South RDC,Gokwe South,Gokwe,19,Nyaradza,Secondary school,10,474,4,26,215,20,0,749,729
Midlands,Gokwe South RDC,Gokwe South,Gokwe,19,Sokwela BC,Tent,5,331,6,13,109,3,0,467,464
Midlands,Gokwe South RDC,Gokwe South,Gokwe,19,Zaranyika BC,Tent,7,148,5,20,56,3,0,239,236
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Gokwe South RDC,Gokwe South,Gokwe,20,Batanai,Primary  School,3,412,0,2,25,2,0,444,442
Midlands,Gokwe South RDC,Gokwe South,Gokwe,20,Chikodzongo BC,Tent,4,219,1,2,15,3,0,244,241
Midlands,Gokwe South RDC,Gokwe South,Gokwe,20,Gawa BC,Tent,5,267,1,8,39,5,0,325,320
Midlands,Gokwe South RDC,Gokwe South,Gokwe,20,Ndhlalambi,Primary School,5,241,4,16,95,26,0,387,361
Midlands,Gokwe South RDC,Gokwe South,Gokwe,20,Sizanani,Primary  School,3,179,2,10,49,2,0,245,243
Midlands,Gokwe South RDC,Gokwe South,Gokwe,20,Zanda BC,Tent,1,42,0,1,6,2,0,52,50
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Gokwe South RDC,Gokwe South,Gokwe,32,Charamba Cross BC,Tent,2,128,2,8,93,1,0,234,233
Midlands,Gokwe South RDC,Gokwe South,Gokwe,32,Gawa,Secondary School,2,174,3,5,87,2,0,273,271
Midlands,Gokwe South RDC,Gokwe South,Gokwe,32,Gawa,Clinic,0,62,0,0,33,1,0,96,95
Midlands,Gokwe South RDC,Gokwe South,Gokwe,32,Gwetsanga BC,Tent,0,112,2,5,40,2,0,161,159
Midlands,Gokwe South RDC,Gokwe South,Gokwe,32,Jororo,Primary School,4,136,1,6,76,6,0,229,223
Midlands,Gokwe South RDC,Gokwe South,Gokwe,32,Mukombegumi BC,Tent,1,87,1,3,20,2,0,114,112
Midlands,Gokwe South RDC,Gokwe South,Gokwe,32,Sawi,Secondary School,0,117,0,13,60,2,0,192,190
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Gokwe Town Council,Gokwe South,Gokwe,1,C. Z. M,Primary School,0,18,0,1,39,0,0,58,58
Midlands,Gokwe Town Council,Gokwe South,Gokwe,1,Gokwe,Primary School,0,34,0,2,62,0,0,98,98
Midlands,Gokwe Town Council,Gokwe South,Gokwe,1,Sasame Dip Tank,Tent,0,190,1,0,137,5,0,333,328
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Gokwe Town Council,Gokwe South,Gokwe,2,New Rank,Tent,0,117,0,6,216,2,0,341,339
Midlands,Gokwe Town Council,Gokwe South,Gokwe,2,Njelele,Secondary School,0,40,0,0,56,1,0,97,96
Midlands,Gokwe Town Council,Gokwe South,Gokwe,2,Salvation Army Shed,Tent,1,282,2,7,204,2,0,498,496
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Gokwe Town Council,Gokwe South,Gokwe,3,Cheziya tuckshop,Tent,0,244,1,4,213,4,0,466,462
Midlands,Gokwe Town Council,Gokwe South,Gokwe,3,Gokwe,Clinic,1,164,0,0,186,2,0,353,351
Midlands,Gokwe Town Council,Gokwe South,Gokwe,3,Gokwe Council Chambers,Public office,1,169,0,1,82,1,0,254,253
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Gokwe Town Council,Gokwe South,Gokwe,4,Mapfungautsi,Primary School,1,217,0,3,155,0,0,376,376
Midlands,Gokwe Town Council,Gokwe South,Gokwe,4,Messenger of Court,Tent,0,119,0,4,122,3,0,248,245
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Gokwe Town Council,Gokwe South,Gokwe,5,Apostolic Faith Church,Tent,0,186,0,2,200,0,0,388,388
Midlands,Gokwe Town Council,Gokwe South,Gokwe,5,Checkers Tuckshop,Tent,0,214,0,2,203,3,0,422,419
Midlands,Gokwe Town Council,Gokwe South,Gokwe,5,St Pauls,Primary School,0,33,0,1,57,0,0,91,91
Midlands,Gokwe Town Council,Gokwe South,Gokwe,5,Towerlight Mapfungautsi,Tent,4,181,0,3,252,6,0,446,440
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Gokwe Town Council,Gokwe South,Gokwe,6,Cheziya,Secondary School,0,82,0,1,107,2,0,192,190
Midlands,Gokwe Town Council,Gokwe South,Gokwe,6,Ngoma BC,Tent,0,70,0,0,45,17,0,132,115
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Gokwe South RDC,Gokwe South,Gokwe-Kana,1,Dhumu BC,Tent,3,176,1,3,62,34,0,279,245
Midlands,Gokwe South RDC,Gokwe South,Gokwe-Kana,1,Dzvuke,Primary School,7,283,3,7,63,28,0,391,363
Midlands,Gokwe South RDC,Gokwe South,Gokwe-Kana,1,Manoti BC,Tent,5,394,5,33,202,19,0,658,639
