province,local_authority,ward_no,candidate,sex,party,contested,votes
masvingo,bikita rdc,1,makunde pius,m,zanu pf,1,814
masvingo,bikita rdc,1,dembe panganai,m,mdc-t,1,221
masvingo,bikita rdc,1,saineti george,m,mdc,1,35
masvingo,bikita rdc,2,masakadze benjamin,m,zanu pf,1,1639
masvingo,bikita rdc,2,kunaka atanasia,m,mdc-t,1,770
masvingo,bikita rdc,3,mandiki sarah,f,zanu pf,1,1399
masvingo,bikita rdc,3,chatigu danson muchono,m,mdc-t,1,791
masvingo,bikita rdc,4,manyurure gwashira,m,zanu pf,1,1013
masvingo,bikita rdc,4,macheke vandah,m,mdc-t,1,436
masvingo,bikita rdc,5,makuvaza chaitwa,m,zanu pf,1,1077
masvingo,bikita rdc,5,munyongwa albert,m,mdc-t,1,337
masvingo,bikita rdc,5,murakata milton,m,mdc,1,94
masvingo,bikita rdc,5,mupondi mcdonald,m,independent,1,49
masvingo,bikita rdc,6,chitokomere dakarai j,m,zanu pf,1,713
masvingo,bikita rdc,6,mangwanda peter,m,mdc-t,1,579
masvingo,bikita rdc,7,nyandoro joseph,m,zanu pf,1,1092
masvingo,bikita rdc,7,zimondi daniel,m,mdc-t,1,343
masvingo,bikita rdc,8,zeya nathan,m,zanu pf,1,1110
masvingo,bikita rdc,8,chenai naison,m,mdc-t,1,633
masvingo,bikita rdc,9,rujongonya sabhina,f,zanu pf,1,1551
masvingo,bikita rdc,9,moyo zororo,m,mdc t,1,708
masvingo,bikita rdc,10,mkanganwi sign,m,zanu pf,1,1223
masvingo,bikita rdc,10,guruvheti maxwell,m,mdc-t,1,486
masvingo,bikita rdc,11,vhovha laurence,m,zanu pf,1,1408
masvingo,bikita rdc,11,rukweza tinofa m,m,mdc-t,1,605
masvingo,bikita rdc,12,wafawarova tidiuos m,m,zanu pf,1,978
masvingo,bikita rdc,12,tinotyorufu marlie,m,mdc-t,1,395
masvingo,bikita rdc,13,nyangara ranganai,m,mdc t,1,1251
masvingo,bikita rdc,13,mangwende gabrial,m,zanu pf,1,1204
masvingo,bikita rdc,14,difiri alletah,f,zanu pf,1,708
masvingo,bikita rdc,14,mugarira lovemore,m,mdc -t,1,767
masvingo,bikita rdc,15,dzinodya samson,m,mdc-t,1,829
masvingo,bikita rdc,15,kanjera ishmael,m,zanu pf,1,1182
masvingo,bikita rdc,16,mafanise thomas,m,zanu pf,1,933
masvingo,bikita rdc,16,tagarirofa shayanowako pete,m,mdc-t,1,710
masvingo,bikita rdc,17,chikunya decent,m,mdc-t,1,875
masvingo,bikita rdc,17,mukanhiwa sheila m,f,mdc,1,65
masvingo,bikita rdc,18,musoro chisiwa,m,zanu pf,1,687
masvingo,bikita rdc,18,chigamba philemon tombind,m,zanu pf,1,729
masvingo,bikita rdc,18,mucheyi naboth,m,mdc-t,1,439
masvingo,bikita rdc,19,chivasa easeburn,m,zanu pf,1,987
masvingo,bikita rdc,19,zunde mapfumo leonard,m,mdc-t,1,594
masvingo,bikita rdc,20,matiraingwa honest,m,mdc-t,1,732
masvingo,bikita rdc,20,ziwacha martin,m,zanu pf,1,1284
masvingo,bikita rdc,21,mudyiwa muza,m,zanu pf,1,574
masvingo,bikita rdc,21,chinofunga femberai christo,m,mdc t,1,366
masvingo,bikita rdc,21,mafinyori jimson,m,mdc,1,46
masvingo,bikita rdc,22,kunzeno joseph,m,zanu pf,1,1619
masvingo,bikita rdc,22,jinjika joseph,m,mdc-t,1,420
masvingo,bikita rdc,23,mukaka tirifaina,m,zanu pf,1,119
masvingo,bikita rdc,23,ngorima joel,m,mdc-t,1,40
masvingo,bikita rdc,24,mutume pearson,m,zanu pf,1,896
masvingo,bikita rdc,24,njerere fanawakabata,m,mdc-t,1,374
masvingo,bikita rdc,25,manhondo aaron,m,zanu pf,1,1039
masvingo,bikita rdc,25,chamwaita johnson,m,mdc-t,1,218
masvingo,bikita rdc,26,makaye peter,m,zanu pf,1,924
masvingo,bikita rdc,26,chabata mahofa,f,mdc-t,1,200
masvingo,bikita rdc,27,dambwa enos a,m,zanu pf,1,64
masvingo,bikita rdc,27,musariri ponziano,m,mdc t,1,63
masvingo,bikita rdc,28,matenga ignatius,m,zanu pf,1,390
masvingo,bikita rdc,28,mutetwa melody,f,mdc-t,1,247
masvingo,bikita rdc,29,makura clara,m,zanu pf,1,410
masvingo,bikita rdc,29,takabvanarwo herbert,m,mdc-t,1,154
masvingo,bikita rdc,30,magezani elias,m,mdc-t,1,195
masvingo,bikita rdc,30,muchafa simon,m,zanu pf,1,157
masvingo,bikita rdc,30,muchekera shuvai,f,zanu pf,1,49
masvingo,bikita rdc,31,marozhe patrick s,m,zanu pf,1,966
masvingo,bikita rdc,31,maphosa moses,m,mdc t,1,660
masvingo,bikita rdc,32,pasipanodya lister n,m,zanu pf,1,1984
masvingo,bikita rdc,32,chinanga zvondiwa,m,mdc -t,1,446
masvingo,chiredzi rdc,1,simba chibememe,m,zanu pf,1,898
masvingo,chiredzi rdc,1,mlambo maganya,m,mdc-t,1,154
masvingo,chiredzi rdc,2,mazombwe alfred,m,zanu pf,1,755
masvingo,chiredzi rdc,2,biya maxwell,m,mdc-t,1,151
masvingo,chiredzi rdc,3,mashulani rabson,m,zanu pf,1,696
masvingo,chiredzi rdc,3,machazi robert,m,mdc t,1,136
masvingo,chiredzi rdc,4,murawu munyengeri,m,zanu pf,1,935
masvingo,chiredzi rdc,4,macheke joseph,m,mdc-t,1,320
masvingo,chiredzi rdc,5,chirhilele caston,m,zanu pf,1,700
masvingo,chiredzi rdc,5,jekero linia,f,mdc-t,1,433
masvingo,chiredzi rdc,6,chauke morgan tsamwisi,m,zanu pf,1,1268
masvingo,chiredzi rdc,6,chitsange james,m,mdc-t,1,200
masvingo,chiredzi rdc,7,tiisa hardlife,m,zanu pf,1,1141
masvingo,chiredzi rdc,7,makasani kephas,m,independent,1,217
masvingo,chiredzi rdc,7,chitsange smart,m,mdc-t,1,137
masvingo,chiredzi rdc,8,makondo david,m,zanu pf,1,1332
masvingo,chiredzi rdc,8,muhlambi fadzai,f,mdc-t,1,411
masvingo,chiredzi rdc,10,makondo leonard,m,zanu pf,1,1922
masvingo,chiredzi rdc,10,gasva biliard,m,mdc-t,1,165
masvingo,chiredzi rdc,11,chauke hassan,m,zanu pf,1,2149
masvingo,chiredzi rdc,11,ponyoka james,m,mdc-t,1,433
masvingo,chiredzi rdc,12,ndebele andrew,m,zanu pf,0,uncontested
masvingo,chiredzi rdc,13,gezana jaison,m,zanu pf,0,uncontested
masvingo,chiredzi rdc,14,bhaloyi mboneni,m,zanu pf,0,uncontested
masvingo,chiredzi rdc,15,tomu luka,m,zanu pf,1,1154
masvingo,chiredzi rdc,15,gilbert ishmael,m,mdc-t,1,700
masvingo,chiredzi rdc,16,temezani akimore,m,zanu pf,1,6394
masvingo,chiredzi rdc,16,munyaradzi wellington,m,mdc-t,1,210
masvingo,chiredzi rdc,17,waini marufu,m,zanu pf,1,5524
masvingo,chiredzi rdc,17,mushava gilbert,m,mdc-t,1,188
masvingo,chiredzi rdc,18,mapfumba efison,m,mdc-t,1,1466
masvingo,chiredzi rdc,18,marumbwa peter,m,zanu pf,1,1409
masvingo,chiredzi rdc,19,maramba godfrey,m,zanu pf,1,1503
masvingo,chiredzi rdc,19,tsigo emelia,f,mdc-t,1,1383
masvingo,chiredzi rdc,20,matsaure yeukai,m,zanu pf,1,4274
masvingo,chiredzi rdc,20,zindove toruvanda alson,m,mdc-t,1,89
masvingo,chiredzi rdc,21,chisasa phillip,m,zanu pf,1,1747
masvingo,chiredzi rdc,22,komundela misheck,m,zanu pf,1,1152
masvingo,chiredzi rdc,22,mundau elias,m,mdc-t,1,129
masvingo,chiredzi rdc,23,mutovo douglas,m,zanu pf,1,941
masvingo,chiredzi rdc,23,mavhengere esau,m,mdc-t,1,56
masvingo,chiredzi rdc,24,mazara maxuba,m,zanu pf,1,4871
masvingo,chiredzi rdc,24,negomboyi chipiwa,m,mdc-t,1,235
masvingo,chiredzi rdc,25,matsiilele edward lisimati,m,zanu pf,1,613
masvingo,chiredzi rdc,25,nyekwani richard,m,mdc-t,1,125
masvingo,chiredzi rdc,26,magavude anthony,m,zanu pf,1,1179
masvingo,chiredzi rdc,26,mutamba simon,m,mdc-t,1,24
masvingo,chiredzi rdc,27,marufu martin,m,zanu pf,1,1653
masvingo,chiredzi rdc,27,moyo sunday,m,mdc-t,1,308
masvingo,chiredzi rdc,28,hlatywayo lincoln,m,zanu pf,1,1937
masvingo,chiredzi rdc,28,imbayago tawanda,m,mdc-t,1,746
masvingo,chiredzi rdc,29,muvengi keuswell,m,zanu pf,1,1727
masvingo,chiredzi rdc,29,bhoko victor,m,mdc-t,1,203
masvingo,chiredzi rdc,30,rimai agneta,f,zanu pf,1,1954
masvingo,chiredzi rdc,30,charuwa langton,m,mdc-t,1,601
masvingo,chiredzi rdc,31,mazanhi lawrence,m,zanu pf,1,1253
masvingo,chiredzi rdc,31,kusari murairo,m,mdc-t,1,518
masvingo,chiredzi rdc,32,ndhlovu mavelouse,f,zanu pf,1,1907
masvingo,chiredzi rdc,32,bombe sudhukani,m,mdc-t,1,158
masvingo,chiredzi town council,1,hwende gibson,m,mdc-t,1,284
masvingo,chiredzi town council,1,zinaka siyapela,m,zanu pf,1,179
masvingo,chiredzi town council,1,mazuru emmanuel,m,independent,1,23
masvingo,chiredzi town council,2,muteyaunga jester,f,zanu pf,1,503
masvingo,chiredzi town council,2,mazhambe langton,m,mdc-t,1,374
masvingo,chiredzi town council,2,mpendo easton,f,mdc,1,27
masvingo,chiredzi town council,3,makamba tarusenga,m,zanu pf,1,867
masvingo,chiredzi town council,3,ngobera florence,f,mdc-t,1,564
masvingo,chiredzi town council,3,manyunga tichaona robert,m,zanu ndonga,1,17
masvingo,chiredzi town council,4,moyo francis,m,zanu pf,1,1071
masvingo,chiredzi town council,4,chiduwa panganai,m,mdc-t,1,847
masvingo,chiredzi town council,4,chebundo gabriel,m,independent,1,24
masvingo,chiredzi town council,5,munyaradzi hatinahama,m,mdc-t,1,737
masvingo,chiredzi town council,5,ngwenya leonard,m,zanu pf,1,640
masvingo,chiredzi town council,6,mombe costen,m,zanu pf,1,486
masvingo,chiredzi town council,6,ndoro pardon,m,mdc-t,1,439
masvingo,chiredzi town council,7,mashonganyika samuel,m,zanu pf,1,418
masvingo,chiredzi town council,7,nyashero michael,m,mdc-t,1,410
masvingo,chiredzi town council,7,matsungo adolf,m,mdc,1,17
masvingo,chiredzi town council,8,mapfumo antony,m,zanu pf,1,601
masvingo,chiredzi town council,8,gondongwe farai,f,mdc-t,1,549
masvingo,chivi rdc,1,hungwe phillip dunira,m,zanu-pf,1,1082
masvingo,chivi rdc,1,tadenyika agreement,m,mdc-t,1,560
masvingo,chivi rdc,1,hungwe leornard musindo,m,independent,1,28
masvingo,chivi rdc,2,magwizi saunders nyika,m,zanu-pf,1,1091
masvingo,chivi rdc,2,makusha julius,m,mdc-t,1,724
masvingo,chivi rdc,3,mauto lazarus,m,zanu-pf,1,863
masvingo,chivi rdc,3,bakali amina,f,mdc-t,1,640
masvingo,chivi rdc,4,jimias davies,m,zanu pf,1,782
masvingo,chivi rdc,4,chireya brightworth,m,mdc-t,1,311
masvingo,chivi rdc,5,mukungunugwa grace,f,zanu-pf,1,1040
masvingo,chivi rdc,5,nyamutema morgen,m,mdc-t,1,408
masvingo,chivi rdc,6,magwiza cleopas,m,zanu pf,1,414
masvingo,chivi rdc,6,maregere pretty,f,mdc-t,1,150
masvingo,chivi rdc,7,masvinu taurai,m,zanu-pf,1,737
masvingo,chivi rdc,7,makere albert huni,m,mdc-t,1,272
masvingo,chivi rdc,8,vuta joshua,m,zanu-pf,1,848
masvingo,chivi rdc,8,mundanga onias,m,mdc-t,1,498
masvingo,chivi rdc,9,mhosva tafirenyika,m,zanu pf,1,805
masvingo,chivi rdc,9,mahumucha priscilla,f,mdc-t,1,355
masvingo,chivi rdc,10,chimhaka jephias,m,zanu pf,1,1067
masvingo,chivi rdc,10,mandivava luckmore,m,mdc-t,1,178
masvingo,chivi rdc,11,nyambi walter,m,zanu pf,1,1194
masvingo,chivi rdc,11,chibhebhe monica,f,mdc-t,1,190
masvingo,chivi rdc,12,chihava annacolletor,f,zanu pf,1,1029
masvingo,chivi rdc,12,chigova gladys,f,mdc-t,1,454
masvingo,chivi rdc,12,maware tarisai,m,mdc,1,61
masvingo,chivi rdc,13,bhogo munyaradzi,m,zanu-pf,1,827
masvingo,chivi rdc,13,tsuro koke,m,mdc-t,1,352
masvingo,chivi rdc,14,tarukwasha strover,m,zanu pf,1,1333
masvingo,chivi rdc,14,hlabanai simion,m,mdc-t,1,310
masvingo,chivi rdc,15,chikutiro mhurai,f,zanu pf,1,1102
masvingo,chivi rdc,15,marufu gladys,f,mdc-t,1,304
masvingo,chivi rdc,16,pwanyai munashe,m,zanu pf,1,1243
masvingo,chivi rdc,16,manika leonard,m,mdc-t,1,590
masvingo,chivi rdc,16,madzingo bonoface,m,mdc,1,96
masvingo,chivi rdc,17,mabvadya mutongi,m,zanu pf,1,955
masvingo,chivi rdc,17,madoro tafirenyika mandive,m,mdc-t,1,232
masvingo,chivi rdc,18,mutasa renias,m,zanu pf,1,1010
masvingo,chivi rdc,18,runopanwa wilson,m,mdc-t,1,404
masvingo,chivi rdc,18,mucheki dzorai,m,mdc,1,31
masvingo,chivi rdc,19,chikandiwa aaron matura,m,zanu pf,1,1087
masvingo,chivi rdc,19,mubayiwa nhamo,m,mdc-t,1,398
masvingo,chivi rdc,19,mudzingwa tizirai,m,mdc,1,57
masvingo,chivi rdc,20,gurajena junias,m,zanu pf,1,982
masvingo,chivi rdc,20,takaidza elias andrea,m,mdc-t,1,684
masvingo,chivi rdc,21,mavengano andrew,m,zanu pf,1,1264
masvingo,chivi rdc,21,gwapedza tarirai,m,mdc-t,1,194
masvingo,chivi rdc,22,mupfugami edmore,m,mdc-t,0,uncontested
masvingo,chivi rdc,23,mudanigwa fanuel,m,zanu pf,1,1050
masvingo,chivi rdc,23,chikanda isau,m,mdc-t,1,265
masvingo,chivi rdc,24,muzvidziwa clements gwatiri,m,zanu pf,1,1064
masvingo,chivi rdc,24,chikuvadze dambudzo,f,mdc-t,1,267
masvingo,chivi rdc,25,tinago zivai,m,zanu pf,1,1363
masvingo,chivi rdc,25,ndekere amato,m,mdc-t,1,825
masvingo,chivi rdc,26,shindi enock,m,zanu pf,1,1768
masvingo,chivi rdc,26,mugabe servias,m,mdc-t,1,292
masvingo,chivi rdc,27,machingambi wilson,m,zanu pf,0,uncontested
masvingo,chivi rdc,28,mutsamba samson,m,zanu pf,1,1767
masvingo,chivi rdc,28,ngundu ezekiel,m,mdc-t,1,251
masvingo,chivi rdc,29,mukuvire happiness,m,zanu pf,1,1073
masvingo,chivi rdc,29,chinamatira makaita,f,mdc-t,1,83
masvingo,chivi rdc,30,dunira godhati,m,zanu pf,1,905
masvingo,chivi rdc,30,mano zorodzai,f,mdc-t,1,674
masvingo,chivi rdc,31,zivhu killer,m,zanu pf,1,960
masvingo,chivi rdc,31,mapope shadreck,m,mdc-t,1,179
masvingo,chivi rdc,32,magavadani james,m,zanu pf,1,970
masvingo,chivi rdc,32,chihovera adwell,m,mdc-t,1,351
masvingo,gutu rdc,1,mudziwapasi david,m,zanu pf,1,3819
masvingo,gutu rdc,1,mudzingwa nicholas phinias,m,mdc t,1,149
masvingo,gutu rdc,2,zambara nicholas,m,zanu pf,1,637
masvingo,gutu rdc,2,manyere david jerinos,m,mdc t,1,329
masvingo,gutu rdc,2,chavamwe calisto,m,independent,1,82
masvingo,gutu rdc,3,mago takawira,m,zanu pf,1,1261
masvingo,gutu rdc,3,mutami daglas,m,mdc t,1,153
masvingo,gutu rdc,4,mashavira mashatise jadison,m,zanu pf,1,410
masvingo,gutu rdc,4,mahachi philip,m,mdc t,1,338
masvingo,gutu rdc,5,nhamoinesu martin,m,zanu pf,1,788
masvingo,gutu rdc,5,mazambani maxwell,m,mdc t,1,253
masvingo,gutu rdc,5,garabha leornard,m,mdc,1,60
masvingo,gutu rdc,6,bema michael,m,zanu pf,1,899
masvingo,gutu rdc,6,chimhavi nyika c,m,mdc t,1,516
masvingo,gutu rdc,7,rutsvara enock,m,zanu pf,1,2136
masvingo,gutu rdc,7,tivatyi ronny wilfred,m,mdc t,1,77
masvingo,gutu rdc,8,macheche macheche,m,zanu pf,1,1927
masvingo,gutu rdc,8,tichivanhustanley isaya,m,mdc t,1,640
masvingo,gutu rdc,8,makanda thomas,m,mdc,1,174
masvingo,gutu rdc,9,chidhanguro nicholaus,m,zanu pf,1,869
masvingo,gutu rdc,9,boora raban,m,mdc-t,1,610
masvingo,gutu rdc,10,magaya kiston mafukidze,m,zanu pf,1,1216
masvingo,gutu rdc,10,chamakavinga crispen,m,mdc t,1,399
masvingo,gutu rdc,10,chinhenga raymond,m,mdc,1,109
masvingo,gutu rdc,11,muridhini andrew,m,zanu pf,1,1401
masvingo,gutu rdc,11,dhobha getrude,m,mdc t,1,338
masvingo,gutu rdc,11,mugwamba purazen,m,mdc,1,139
masvingo,gutu rdc,12,chitsa francis v,m,zanu pf,1,1304
masvingo,gutu rdc,12,muchofia jesten,m,mdc t,1,732
masvingo,gutu rdc,13,watungwa vitalis mashingaidze,m,zanu pf,1,1312
masvingo,gutu rdc,13,masvingise tichaonekwa,m,mdc t,1,771
masvingo,gutu rdc,14,chiname stephen,m,zanu pf,1,482
masvingo,gutu rdc,14,mudzviti wena,m,mdc t,1,282
masvingo,gutu rdc,15,mahona margeret muchawidza,f,zanu pf,1,1553
masvingo,gutu rdc,15,guvava charles,m,mdc t,1,1231
masvingo,gutu rdc,16,kubiku rafinos,m,zanu pf,1,1313
masvingo,gutu rdc,16,saromoyo edward,m,mdc t,1,554
masvingo,gutu rdc,17,jongwe martin august,m,zanu pf,1,729
masvingo,gutu rdc,17,muzondo peresu richard,m,mdc t,1,293
masvingo,gutu rdc,17,kunjaira tongai,m,mdc,1,28
masvingo,gutu rdc,18,taderera martin,m,zanu pf,1,890
masvingo,gutu rdc,18,mhuru darlington,m,mdc t,1,436
masvingo,gutu rdc,19,muzindi clephas,m,zanu pf,1,947
masvingo,gutu rdc,19,madombi albert i,m,mdc t,1,520
masvingo,gutu rdc,20,mapfumo jefrat l,m,zanu pf,1,307
masvingo,gutu rdc,20,makovere chamunorwa j,m,mdc t,1,223
masvingo,gutu rdc,21,mutizwa jevhasi,m,zanu pf,1,827
masvingo,gutu rdc,21,munyaradzi anos,m,mdc t,1,326
masvingo,gutu rdc,21,maravanyika gift,m,indepenent,1,100
masvingo,gutu rdc,21,ranganai kudakwashe,m,mdc,1,45
masvingo,gutu rdc,22,ntandambani elizabeth,f,zanu pf,1,607
masvingo,gutu rdc,22,muzenda begison,m,mdc t,1,333
masvingo,gutu rdc,22,chirume tawanda,m,mdc,1,46
masvingo,gutu rdc,23,zihwihwi francis tungamirai,m,mdc,1,581
masvingo,gutu rdc,23,mannie charles,m,zanu pf,1,1347
masvingo,gutu rdc,23,maridza jadua,m,mdc t,1,182
masvingo,gutu rdc,24,bakuri kufanavo,m,zanu pf,1,907
masvingo,gutu rdc,24,chinyakata namatirai,m,mdc-t,1,620
masvingo,gutu rdc,25,shenjere donati,m,zanu pf,1,623
masvingo,gutu rdc,25,makonye aaron,m,mdc t,1,602
masvingo,gutu rdc,25,wezana jeminos,m,mdc,1,32
masvingo,gutu rdc,26,matsunge kedias,m,zanu pf,1,1018
masvingo,gutu rdc,26,zimuto andrea,m,mdc t,1,317
masvingo,gutu rdc,27,tange - mhare jefrey,m,mdc t,1,814
masvingo,gutu rdc,27,mutonhodza joseph,m,zanu pf,1,753
masvingo,gutu rdc,28,nhema diba johnson,m,zanu pf,1,1031
masvingo,gutu rdc,28,museza henry,m,mdc t,1,303
masvingo,gutu rdc,29,mhuru axcilia,f,zanu pf,1,1322
masvingo,gutu rdc,29,musundire everngilistachipo,f,mdc t,1,208
masvingo,gutu rdc,30,rushambwe mbizvo,m,zanu pf,1,914
masvingo,gutu rdc,30,chidanhika lazarus,m,mdc t,1,496
masvingo,gutu rdc,31,ndawi thomas,m,zanu pf,1,753
masvingo,gutu rdc,31,chavunduka mashukushe g,m,mdc t,1,536
masvingo,gutu rdc,32,botebauren,m,zanu pf,1,2463
masvingo,gutu rdc,32,cheinuru hillary,m,mdc t,1,227
masvingo,gutu rdc,33,mafiyo baster,m,zanu pf,1,535
masvingo,gutu rdc,33,chimwango benard,m,mdc t,1,464
masvingo,gutu rdc,33,dzvokora daniel,m,mdc,1,47
masvingo,gutu rdc,34,nemashakwe jepson,m,zanu pf,1,1638
masvingo,gutu rdc,34,mawere samuel,m,mdc t,1,596
masvingo,gutu rdc,34,matindike joseph,m,mdc,1,75
masvingo,gutu rdc,35,toma zingwe lovemore,m,zanu pf,1,857
masvingo,gutu rdc,35,makonese placida,f,mdc t,1,245
masvingo,gutu rdc,36,mutungwe jonathan,m,zanu pf,1,1018
masvingo,gutu rdc,36,mufudze julius tarwiremhike,m,mdc t,1,507
masvingo,gutu rdc,37,mapepa gabriel,m,zanu pf,1,1037
masvingo,gutu rdc,37,mahuni zodeck,m,mdc t,1,280
masvingo,gutu rdc,37,mutakwa nathaniel,m,mdc,1,100
masvingo,gutu rdc,38,wekwete jerry lovemore,m,zanu pf,1,590
masvingo,gutu rdc,38,tarugarira joshua,m,mdc t,1,261
masvingo,gutu rdc,38,mapfumo raphinos,m,mdc,1,53
masvingo,gutu rdc,39,madzadzure ndinatse,f,zanu pf,1,673
masvingo,gutu rdc,39,madzikanda godfrey m,m,mdc t,1,263
masvingo,gutu rdc,40,magombedze tawanda,m,zanu pf,1,777
masvingo,gutu rdc,40,ngwaru sifile,f,mdc t,1,377
masvingo,gutu rdc,41,nzembe kaiton,m,zanu pf,1,573
masvingo,gutu rdc,41,chibango innocent,m,mdc t,1,331
masvingo,masvingo municipality,1,mundondo garcia,m,zanu pf,1,885
masvingo,masvingo municipality,1,bara energy,m,mdc-t,1,662
masvingo,masvingo municipality,1,chuma ranganai,m,mdc,1,49
masvingo,masvingo municipality,2,mandaba tasariravona tasisi,m,zanu pf,1,947
masvingo,masvingo municipality,2,musakanya gerald,m,mdc-t,1,891
masvingo,masvingo municipality,2,gono johannes,m,independent,1,24
masvingo,masvingo municipality,3,chiwara jameson,m,mdc-t,1,1381
masvingo,masvingo municipality,3,hwata benson,m,zanu pf,1,1184
masvingo,masvingo municipality,4,kurauone godfrey,m,mdc-t,1,1532
masvingo,masvingo municipality,4,mudukuti tavara,m,zanu pf,1,1185
masvingo,masvingo municipality,5,mberikunashe daniel,m,mdc-t,1,1223
masvingo,masvingo municipality,5,musendekwa george,m,zanu pf,1,827
masvingo,masvingo municipality,6,fidze hebert,m,mdc-t,1,1225
masvingo,masvingo municipality,6,bengewa revai,m,zanu pf,1,1034
masvingo,masvingo municipality,7,musekiwa richard,m,mdc-t,1,2074
masvingo,masvingo municipality,7,majoni talent,m,zanu pf,1,1408
masvingo,masvingo municipality,8,chiteme against,m,zanu pf,1,434
masvingo,masvingo municipality,8,rimai paul,m,mdc-t,1,397
masvingo,masvingo municipality,9,beta babylon,m,mdc-t,1,919
masvingo,masvingo municipality,9,kwangwa biggie,m,zanu pf,1,732
masvingo,masvingo municipality,10,mufamba lovemore,m,zanu pf,1,2864
masvingo,masvingo municipality,10,mutipedza chrispen munyikw,m,mdc-t,1,721
masvingo,masvingo rdc,1,chinamasa ephraim,m,zanu pf,1,864
masvingo,masvingo rdc,1,maripise munyaradzi,m,mdc t,1,651
masvingo,masvingo rdc,2,dzimba shaw,m,mdc t,1,810
masvingo,masvingo rdc,2,maushe simon,m,zanu pf,1,735
masvingo,masvingo rdc,3,chikoore jadiel,m,zanu pf,1,591
masvingo,masvingo rdc,3,nyikavaranda lovemore,m,mdc t,1,357
masvingo,masvingo rdc,4,gonga david,m,zanu pf,1,223
masvingo,masvingo rdc,4,chivanga manenji abel,m,mdc t,1,90
masvingo,masvingo rdc,5,ncube elizabeth,f,mdc-t,1,1016
masvingo,masvingo rdc,5,manyame korowa,m,zanu pf,1,871
masvingo,masvingo rdc,6,mutema petros,m,zanu pf,1,2036
masvingo,masvingo rdc,6,gono kennedy zedecia,m,mdc t,1,547
masvingo,masvingo rdc,7,tavakonza nicholas,m,zanu pf,1,692
masvingo,masvingo rdc,7,makusha henry,m,mdc-t,1,216
masvingo,masvingo rdc,8,mangena albert,m,zanu pf,1,2436
masvingo,masvingo rdc,8,chimenya jemitias,m,mdc t,1,159
masvingo,masvingo rdc,9,ndhleve robert,m,zanu pf,1,1607
masvingo,masvingo rdc,9,chifa naboth,m,mdc-t,1,275
masvingo,masvingo rdc,10,takunyai jethro,m,zanu pf,1,820
masvingo,masvingo rdc,10,chiminya tachiona kennedy,m,zanu pf,1,705
masvingo,masvingo rdc,11,jorodani petros,m,zanu pf,1,601
masvingo,masvingo rdc,11,mutongo mangoro andrew,m,mdc-t,1,348
masvingo,masvingo rdc,12,chinyaure rosiwita,f,zanu pf,1,1557
masvingo,masvingo rdc,12,gwamadongo miriam,f,mdc-t,1,932
masvingo,masvingo rdc,13,muzondo trust mugabe,m,zanu pf,1,1388
masvingo,masvingo rdc,13,mhike bernard ephias,m,mdc t,1,569
masvingo,masvingo rdc,14,gwinji cornelias,m,zanu pf,1,1050
masvingo,masvingo rdc,14,ngadya joramu,m,mdc t,1,502
masvingo,masvingo rdc,15,madzima tapson,m,zanu pf,1,878
masvingo,masvingo rdc,15,mugunzva john,m,mdc t,1,483
masvingo,masvingo rdc,16,jazi last,m,zanu pf,1,869
masvingo,masvingo rdc,16,demba addmore,m,mdc t,1,831
masvingo,masvingo rdc,17,manyawi edson,m,zanu pf,1,1176
masvingo,masvingo rdc,17,muzhanye admore,m,mdc t,1,600
masvingo,masvingo rdc,18,tandandi sailos vengai,m,zanu pf,1,1465
masvingo,masvingo rdc,18,lukau ivuta,m,mdc t,1,487
masvingo,masvingo rdc,19,hwena virginia,f,zanu pf,1,737
masvingo,masvingo rdc,19,mugadziwa evelyn,f,mdc t,1,390
masvingo,masvingo rdc,20,pasimudindi charles,m,zanu pf,1,1013
masvingo,masvingo rdc,20,chebundo tinago,m,mdc t,1,366
masvingo,masvingo rdc,21,tinagwo mupinga,m,zanu pf,1,718
masvingo,masvingo rdc,21,makavire varaidzo,f,mdc-t,1,304
masvingo,masvingo rdc,22,marambire peter,m,zanu pf,1,1661
masvingo,masvingo rdc,22,nyatsivana charles,m,mdc t,1,267
masvingo,masvingo rdc,23,machingambi tichaona,m,zanu pf,1,986
masvingo,masvingo rdc,23,muzembi charles,m,mdc t,1,438
masvingo,masvingo rdc,24,toruvanda abel,m,zanu pf,1,1210
masvingo,masvingo rdc,24,changa simon,m,mdc t,1,310
masvingo,masvingo rdc,25,mudzonga livison,m,zanu pf,1,756
masvingo,masvingo rdc,25,gwaendepi john konias,m,mdc t,1,325
masvingo,masvingo rdc,26,jera elias,m,zanu pf,1,1396
masvingo,masvingo rdc,26,masunda briam,m,mdc t,1,358
masvingo,masvingo rdc,27,nyengera elisha,m,zanu pf,1,880
masvingo,masvingo rdc,27,marange gwandiziva,m,mdc t,1,135
masvingo,masvingo rdc,28,maregere willie allaniel,m,zanu pf,1,1160
masvingo,masvingo rdc,28,masunda trust,m,mdc t,1,168
masvingo,masvingo rdc,29,bangweni johannes,m,zanu pf,1,1674
masvingo,masvingo rdc,29,musingarimi ananias,m,mdc t,1,413
masvingo,masvingo rdc,30,matakanure sungano,m,zanu pf,1,1649
masvingo,masvingo rdc,30,manyise paul,m,mdc t,1,290
masvingo,masvingo rdc,31,zvoushe herbert,m,zanu pf,1,521
masvingo,masvingo rdc,31,chimbindi maria,m,mdc t,1,298
