province,local_authority,ward_no,candidate,sex,party,contested,votes
mash east,chikomba rdc,4,bepura charity n ,f,mdc-t,1,153
mash east,chikomba rdc,5,muguti joseph ,m,zanu(pf),1,609
mash east,chikomba rdc,5,matarutse emmanuel ,m,mdc-t,1,538
mash east,chikomba rdc,6,rukato justin ngoni ,m,zanu(pf),1,524
mash east,chikomba rdc,6,makuvaza hilda ,f,mdc-t,1,294
mash east,chikomba rdc,6,chako chenjerai ,m,mdc,1,82
mash east,chikomba rdc,7,nyanzara clifford ,m,zanu(pf),1,3421
mash east,chikomba rdc,7,mavesere joanna ,f,mdc-t,1,127
mash east,chikomba rdc,8,manjere wilfred m ,m,zanu(pf),1,3157
mash east,chikomba rdc,8,nhende nobodyknows ,m,mdc-t,1,271
mash east,chikomba rdc,9,kurebgaseka musiwapinda g. ,m,zanu(pf),1,851
mash east,chikomba rdc,9,muchenje christopher ,m,mdc-t,1,494
mash east,chikomba rdc,9,reza amos ,m,mdc,1,152
mash east,chikomba rdc,10, mudzimu pardon k ,m,zanu(pf),1,606
mash east,chikomba rdc,10, punungwe emmanuel ,m,mdc-t,1,195
mash east,chikomba rdc,10, mushaya junias ,m,mdc,1,36
mash east,chikomba rdc,11, sengweni e. mubvuti ,m,zanu(pf),1,496
mash east,chikomba rdc,11, maseva edwin ,m,mdc-t,1,275
mash east,chikomba rdc,12,munyati reginald k.m,m,zanu (pf),1,465
mash east,chikomba rdc,12,makarichi zvangu,m,mdc-t,1,171
mash east,chikomba rdc,12,maduveko simon,m,independent,1,51
mash east,chikomba rdc,12,moyo cloudy,m,mdc,1,45
mash east,chikomba rdc,13,punungwe jameson,m,zanu (pf),1,73
mash east,chikomba rdc,13,leboho ernest willie,m,mdc-t,1,44
mash east,chikomba rdc,13,maduveko absolom w.,m,mdc,1,6
mash east,chikomba rdc,14,mutema richard simbarashe,m,zanu (pf),1,318
mash east,chikomba rdc,14,takayambirwa rodrek,m,mdc-t,1,250
mash east,chikomba rdc,14,makoni lawrence,m,mdc,1,28
mash east,chikomba rdc,15,saizi nicholas,m,zanu (pf),1,1227
mash east,chikomba rdc,15,ndaveni takesure,m,mdc-t,1,330
mash east,chikomba rdc,15,matambo brian,m,mdc,1,114
mash east,chikomba rdc,16,mushure michael taka,m,zanu (pf),1,1178
mash east,chikomba rdc,16,mapfumo rumbidzai,f,mdc-t,1,515
mash east,chikomba rdc,16,tinei nobert muchena,m,mdc,1,92
mash east,chikomba rdc,17,dhikinya israel,m,zanu (pf),1,1430
mash east,chikomba rdc,17,mutizwa stembiso,f,mdc-t,1,464
mash east,chikomba rdc,17,randa gersham,m,mdc,1,101
mash east,chikomba rdc,18,taderera poverty,m,zanu (pf),1,575
mash east,chikomba rdc,18,punungwe simbarashe,m,mdc-t,1,355
mash east,chikomba rdc,18,mungazi tendai,m,mdc,1,48
mash east,chikomba rdc,19,chipangura bothwell jewu,m,zanu (pf),1,759
mash east,chikomba rdc,19,juru tichaurawa onwell,m,mdc-t,1,251
mash east,chikomba rdc,19,komboni evance,m,mdc,1,33
mash east,chikomba rdc,20,chisvo givemore,m,zanu (pf),1,990
mash east,chikomba rdc,20,nzuwa alford tongoona,m,mdc-t,1,373
mash east,chikomba rdc,20,muzari tonderai,m,mdc,1,158
mash east,chikomba rdc,21,mbundure felix,m,zanu (pf),1,459
mash east,chikomba rdc,21,chakwizira admire,m,mdc,1,288
mash east,chikomba rdc,21,govo eulitah,f,mdc-t,1,229
mash east,chikomba rdc,22,nyamande never,m,zanu (pf),1,623
mash east,chikomba rdc,22,mureverwi sydney,m,mdc-t,1,312
mash east,chikomba rdc,22,masendeke saymore,m,mdc,1,61
mash east,chikomba rdc,23,mufuga godwin tongesai,m,zanu (pf),1,1057
mash east,chikomba rdc,23,mushonga fungai,m,mdc-t,1,596
mash east,chikomba rdc,23,chinyahara farai,m,mdc,1,94
mash east,chikomba rdc,24,tseriwa chamunorwa,m,zanu (pf),1,787
mash east,chikomba rdc,24,tarwirei nester,f,mdc-t,1,395
mash east,chikomba rdc,24,mupatsi peter,m,mdc,1,64
mash east,chikomba rdc,25,manyeruke kingston,m,zanu (pf),1,1300
mash east,chikomba rdc,25,peta otilia,f,mdc-t,1,662
mash east,chikomba rdc,25,masvaure moses,m,mdc,1,112
mash east,chikomba rdc,26,mudzviti roselyn,f,zanu (pf),1,1017
mash east,chikomba rdc,26,matigonda joseph muchineripi,m,mdc-t,1,285
mash east,chikomba rdc,26,madyangove oswell,m,mdc,1,48
mash east,chikomba rdc,27,watambwa lawrence,m,zanu (pf),1,1528
mash east,chikomba rdc,27,muchineripi kudakwashe,m,mdc-t,1,377
mash east,chikomba rdc,27,daka seritha,f,mdc,1,90
mash east,chikomba rdc,28,tsvanhu tatenda,m,zanu (pf),1,860
mash east,chikomba rdc,28,mutizwa kenia,f,mdc-t,1,272
mash east,chikomba rdc,29,clever gumunyu,m,zanu (pf),1,1133
mash east,chikomba rdc,29,gudo wilbert,m,mdc-t,1,392
mash east,chikomba rdc,29,chimhova tadious,m,mdc,1,81
mash east,chikomba rdc,30,wafawarova edmore,m,zanu (pf),1,804
mash east,chikomba rdc,30,gumi rumbidzayi,f,mdc-t,1,301
mash east,goromonzi rdc,1,mhembere andrew,m,zanu (pf),1,1561
mash east,goromonzi rdc,1,mudimu archbold,m,mdc-t,1,1128
mash east,goromonzi rdc,2,ngwerume thomas,m,zanu (pf),1,1998
mash east,goromonzi rdc,2,makumbe tafirenyika,m,mdc-t,1,1092
mash east,goromonzi rdc,2,chirundiza learnmore,m,mdc,1,105
mash east,goromonzi rdc,3,sanyika brighton,m,zanu (pf),1,1132
mash east,goromonzi rdc,3,tawazaza moillet,f,mdc-t,1,545
mash east,goromonzi rdc,4,nhamburo taurai c.,m,mdc-t,1,2681
mash east,goromonzi rdc,4,rwafa patrick muchineripi,m,zanu (pf),1,2672
mash east,goromonzi rdc,4,mangundya kirkstan muchinyar,m,independent,1,76
mash east,goromonzi rdc,5,chogugudza patson p.,m,zanu (pf),1,1290
mash east,goromonzi rdc,5,mutumbi loid,m,mdc-t,1,753
mash east,goromonzi rdc,6,chaza lovemore,m,zanu (pf),1,2114
mash east,goromonzi rdc,6,kamusori tongai,m,mdc-t,1,927
mash east,goromonzi rdc,7,marongedze mike,m,zanu (pf),1,1006
mash east,goromonzi rdc,7,chiminya timothy,m,mdc-t,1,246
mash east,goromonzi rdc,8,muchineripi mirriam,f,zanu (pf),1,801
mash east,goromonzi rdc,8,kamoto brian,m,mdc-t,1,272
mash east,goromonzi rdc,9,tambara charity,f,zanu (pf),1,1075
mash east,goromonzi rdc,9,mbera moenda,m,mdc-t,1,267
mash east,goromonzi rdc,10,gwamura stuwert,m,zanu (pf),1,1336
mash east,goromonzi rdc,10,zvayi kezius,m,mdc-t,1,376
mash east,goromonzi rdc,11,kamvura t. john,m,zanu (pf),1,1824
mash east,goromonzi rdc,11,munetsi maxwell,m,mdc-t,1,578
mash east,goromonzi rdc,12,kondwakuenda magaya,m,zanu (pf),1,2225
mash east,goromonzi rdc,12,shonhiwa joseph,m,mdc-t,1,934
mash east,goromonzi rdc,13,gotora never,m,zanu (pf),0,uncontested
mash east,goromonzi rdc,14,munjoma l. gilbert,m,zanu (pf),1,1577
mash east,goromonzi rdc,14,makunda morgan,m,mdc-t,1,916
mash east,goromonzi rdc,15,maringaiyi l. tichaona,m,zanu (pf),1,726
mash east,goromonzi rdc,15,sakala maxwell,m,mdc-t,1,542
mash east,goromonzi rdc,16,majuru charles,m,zanu (pf),1,2403
mash east,goromonzi rdc,16,magonga idine,m,mdc-t,1,1297
mash east,goromonzi rdc,16,kangere bonface,m,independent,1,99
mash east,goromonzi rdc,17,kunyete peter,m,zanu (pf),0,uncontested
mash east,goromonzi rdc,18,kachanga jailas,m,zanu (pf),1,1803
mash east,goromonzi rdc,18,chanakira shame,m,mdc-t,1,305
mash east,goromonzi rdc,18,vambe simbarashe,m,mdc,1,48
mash east,goromonzi rdc,19,gutu muzanenhamo edward,m,zanu (pf),1,98
mash east,goromonzi rdc,19,mbiyazana gilbert,m,mdc-t,1,33
mash east,goromonzi rdc,20,chikandamina peddington,m,zanu (pf),1,909
mash east,goromonzi rdc,20,gurambira revai,f,mdc-t,1,466
mash east,goromonzi rdc,21,patricia veneke vito,f,zanu (pf),1,811
mash east,goromonzi rdc,21,kandalasi weitone,m,mdc-t,1,116
mash east,goromonzi rdc,22,chirowodza joyce,f,zanu (pf),1,1496
mash east,goromonzi rdc,22,mashumba christin munyaradzi,m,mdc-t,1,170
mash east,goromonzi rdc,22,mangavani armstrong,m,mdc,1,62
mash east,goromonzi rdc,23,muzanenhamo claude,m,zanu (pf),1,1521
mash east,goromonzi rdc,23,kahari ospar,m,mdc-t,1,331
mash east,goromonzi rdc,24,kilpin beverly ann,f,zanu (pf),1,598
mash east,goromonzi rdc,24,chiko daniel,m,mdc-t,1,311
mash east,goromonzi rdc,25,marifante hardwork,m,zanu (pf),1,5129
mash east,goromonzi rdc,25,kanengoni partson,m,mdc-t,1,2262
mash east,manyame rdc,1,nyakudya tirivangani,m,zanu (pf),1,1526
mash east,manyame rdc,1,kabuya cosmas,m,mdc-t,1,1172
mash east,manyame rdc,2,rubatika masimba,m,zanu (pf),1,1094
mash east,manyame rdc,2,zhanje never,m,mdc-t,1,887
mash east,manyame rdc,3,panashe ngoni,m,zanu (pf),1,814
mash east,manyame rdc,3,tsandukwa pauline,f,mdc-t,1,802
mash east,manyame rdc,4,muchena cecil chakanyuka,m,zanu (pf),1,1385
mash east,manyame rdc,4,chatsika charles,m,mdc-t,1,1049
mash east,manyame rdc,5,tendayi beneniah,f,zanu (pf),1,533
mash east,manyame rdc,5,msonza collen,m,mdc-t,1,329
mash east,manyame rdc,6,manyere ian,m,zanu (pf),1,539
mash east,manyame rdc,6,musonza victor,m,mdc-t,1,367
mash east,manyame rdc,6,munzara winnie,f,mdc,1,28
mash east,manyame rdc,7,maumbe samuel tarwirei,m,zanu (pf),1,799
mash east,manyame rdc,7,bangira noah,m,mdc-t,1,531
mash east,manyame rdc,7,mbwadzano farayi,m,mdc,1,82
mash east,manyame rdc,8,zhanda rodrick madovi,m,zanu (pf),1,1003
mash east,manyame rdc,8,madovi alford,m,mdc-t,1,794
mash east,manyame rdc,8,munhunepi tichaona,m,mdc-t,1,614
mash east,manyame rdc,8,nyoni christine,f,mdc,1,76
mash east,manyame rdc,9,nyashanu claudious,m,zanu (pf),1,1873
mash east,manyame rdc,9,kamupaka grace,f,mdc-t,1,353
mash east,manyame rdc,10,mudzara naason,m,zanu (pf),0,uncontested
mash east,manyame rdc,11,chimwanja clever,m,zanu (pf),1,169
mash east,manyame rdc,11,mare samson,m,mdc-t,1,121
mash east,manyame rdc,12,mubvumbi maxwell,m,zanu (pf),0,uncontested
mash east,manyame rdc,13,musendo david,m,zanu (pf),1,491
mash east,manyame rdc,13,jackson jackson,m,mdc-t,1,124
mash east,manyame rdc,14,chitaka lucy moreen,f,zanu (pf),1,582
mash east,manyame rdc,14,eliah misheck,m,mdc-t,1,102
mash east,manyame rdc,15,mufakwadziya honey,m,zanu (pf),1,578
mash east,manyame rdc,15,ngulu agnes,f,zanu (pf),1,423
mash east,manyame rdc,15,mutizira charles,m,mdc-t,1,43
mash east,manyame rdc,15,shayamano edson,m,mdc,1,12
mash east,manyame rdc,16,musonza gilbert,m,zanu (pf),1,336
mash east,manyame rdc,16,mburayi surutu fredrick,f,mdc-t,1,107
mash east,manyame rdc,17,murwira tabeth,f,zanu (pf),1,610
mash east,manyame rdc,17,mugwagwa komboni eric,m,mdc-t,1,102
mash east,manyame rdc,18,muvirimi ronald,m,zanu (pf),1,512
mash east,manyame rdc,18,funani loice,f,mdc-t,1,36
mash east,manyame rdc,19,zinikwa mapfumo willard,m,zanu (pf),1,455
mash east,manyame rdc,19,mugari timothy,m,mdc-t,1,61
mash east,manyame rdc,20,gavi mary,f,zanu (pf),0,uncontested
mash east,manyame rdc,21,mubayi tobias,m,zanu (pf),1,362
mash east,manyame rdc,21,nganga stan,m,mdc-t,1,31
mash east,marondera municipality,1,nhemachena maria p.,m,zanu (pf),1,991
mash east,marondera municipality,1,murova chengetai,m,mdc-t,1,569
mash east,marondera municipality,1,molai penlope,f,mdc,1,64
mash east,marondera municipality,1,razunguza johannes f.,m,independent,1,36
mash east,marondera municipality,2,chisango pasi godfrey,m,zanu (pf),1,564
mash east,marondera municipality,2,shavi aquinata,f,mdc-t,1,539
mash east,marondera municipality,2,hukura marita,f,independent,1,47
mash east,marondera municipality,2,mudzvova tapiwa spencer,m,mdc,1,25
mash east,marondera municipality,3,tagwirei bonface,m,mdc t,1,679
mash east,marondera municipality,3,kwaramba mapepa,m,zanu (pf),1,549
mash east,marondera municipality,3,chidemo john,m,mdc,1,67
mash east,marondera municipality,4,zvinorova misheck,m,zanu (pf),1,849
mash east,marondera municipality,4,chinake tamuka donald,m,mdc-t,1,742
mash east,marondera municipality,4,simbi concilia,f,mdc,1,61
mash east,marondera municipality,5,manyere misheck,m,mdc t,1,595
mash east,marondera municipality,5,muponda gilbert,m,zanu (pf),1,528
mash east,marondera municipality,5,marange caleb,m,independent,1,34
mash east,marondera municipality,6,tsuro eliah tafirenyika,m,zanu (pf),1,581
mash east,marondera municipality,6,siliya wonder,m,mdc-t,1,578
mash east,marondera municipality,6,nota joseph,m,mdc,1,29
mash east,marondera municipality,7,matangira dominic,m,mdc t,1,694
mash east,marondera municipality,7,govere charity,f,zanu (pf),1,610
mash east,marondera municipality,7,kandalasi kennedy,m,mdc,1,71
mash east,marondera municipality,8,makoni rodwell p.,m,zanu (pf),1,1149
mash east,marondera municipality,8,dzvuke mubaiwa,m,mdc-t,1,1024
mash east,marondera municipality,8,taruwinga ellen,f,mdc,1,80
mash east,marondera municipality,8,deredzai faith,f,independent,1,27
mash east,marondera municipality,9,masikati paul,m,zanu (pf),1,951
mash east,marondera municipality,9,mutizwa lorrin sincipiline,f,mdc-t,1,738
mash east,marondera municipality,10,makwindi antony,m,zanu (pf),1,942
mash east,marondera municipality,10,jarifu jimu,m,mdc-t,1,795
mash east,marondera municipality,10,gumbodete jonathan,m,mdc,1,93
mash east,marondera municipality,11,muraicho kennedy s.,m,zanu (pf),1,305
mash east,marondera municipality,11,vilela size,m,mdc-t,1,231
mash east,marondera municipality,12,munjaranji joel,m,zanu (pf),1,926
mash east,marondera municipality,12,muhamadi maideyi,f,mdc-t,1,689
mash east,marondera municipality,12,isa maidi shaibu,m,mdc,1,77
mash east,marondera rdc,1,chirara forbes,m,zanu (pf),1,1365
mash east,marondera rdc,1,chaunza tichaona,m,mdc-t,1,316
mash east,marondera rdc,2,chipoyi prosper elisha,m,zanu (pf),1,683
mash east,marondera rdc,2,kasunzuma langton,m,mdc-t,1,186
mash east,marondera rdc,3,nyarambi havemore,m,zanu (pf),1,1781
mash east,marondera rdc,3,koka tobias,m,mdc-t,1,112
mash east,marondera rdc,4,chidhakwa patric,m,zanu (pf),1,1123
mash east,marondera rdc,4,nhiwatiwa jane,f,mdc-t,1,451
mash east,marondera rdc,5,mangwanya enos douglas,m,zanu (pf),1,1652
mash east,marondera rdc,5,chinembiri mandinema,f,mdc-t,1,163
mash east,marondera rdc,6,gombera manyika,m,zanu (pf),1,1839
mash east,marondera rdc,6,tasarirenhamo thomas,m,mdc-t,1,228
mash east,marondera rdc,7,sangoh john,m,zanu (pf),1,1851
mash east,marondera rdc,7,zhuwarara leo tatenda,m,mdc-t,1,69
mash east,marondera rdc,8,tsvetu stansilus,m,zanu (pf),0,uncontested
mash east,marondera rdc,9,mudhiriza charles,m,zanu (pf),0,uncontested
mash east,marondera rdc,10,chifamba douglas,m,zanu (pf),1,635
mash east,marondera rdc,10,kaunda kenneth,m,mdc-t,1,616
mash east,marondera rdc,11,mazhazha mathew,m,zanu (pf),1,1076
mash east,marondera rdc,11,macheka learnmore,m,mdc-t,1,551
mash east,marondera rdc,12,shonhiwa felix chikondeni,m,zanu (pf),1,907
mash east,marondera rdc,12,mujuru kennedy,m,mdc-t,1,498
mash east,marondera rdc,13,tsindi earnest,m,zanu (pf),1,827
mash east,marondera rdc,13,mharadzirwa henry,m,mdc-t,1,204
mash east,marondera rdc,14,kwaramba hope tonderai,m,zanu (pf),1,1126
mash east,marondera rdc,14,hakata willard,m,mdc-t,1,638
mash east,marondera rdc,15,mabasa john marowa,m,zanu (pf),1,1214
mash east,marondera rdc,15,gunzvenzve kenneth,m,mdc-t,1,471
mash east,marondera rdc,16,muzuva ernest,m,zanu (pf),1,1035
mash east,marondera rdc,16,tagarira jacob,m,mdc-t,1,291
mash east,marondera rdc,17,timbe tongayi timothy,m,zanu (pf),1,676
mash east,marondera rdc,17,gwena francis big,m,mdc-t,1,360
mash east,marondera rdc,18,gotora hebron,m,zanu (pf),1,827
mash east,marondera rdc,18,bakasa caleb,m,mdc-t,1,322
mash east,marondera rdc,19,nobert hwenjere,m,zanu (pf),1,812
mash east,marondera rdc,19,nyawata denford,m,mdc-t,1,259
mash east,marondera rdc,20,neshamba joshua,m,zanu (pf),1,803
mash east,marondera rdc,20,muhlwa shadreck,m,mdc-t,1,277
mash east,marondera rdc,21,mushinga cuthbert tafanana,m,zanu (pf),1,1880
mash east,marondera rdc,21,shekede adam,m,mdc-t,1,170
mash east,marondera rdc,22,chamunorwa chikide,m,zanu (pf),1,1421
mash east,marondera rdc,22,munandi john,m,mdc-t,1,73
mash east,marondera rdc,23,kanengoni letwin,f,zanu (pf),1,1929
mash east,marondera rdc,23,mbizi netty,f,mdc-t,1,278
mash east,marondera rdc,23,makeche wilson,m,mdc,1,45
mash east,mudzi rdc,1,nyamande boyi,m,zanu (pf),1,2149
mash east,mudzi rdc,1,nyazwigo golden,m,mdc-t,1,409
mash east,mudzi rdc,1,kanyoka muniya,m,mdc,1,83
mash east,mudzi rdc,2,geavers chiutsa,m,zanu (pf),1,2558
mash east,mudzi rdc,2,zhuwawo george william,m,mdc-t,1,333
mash east,mudzi rdc,3,lloyd chiweshe,m,zanu (pf),1,3034
mash east,mudzi rdc,3,muparu nelson,m,mdc-t,1,89
mash east,mudzi rdc,4,njanji ema,f,zanu (pf),1,3411
mash east,mudzi rdc,4,mupambwa tonderai,m,mdc-t,1,92
mash east,mudzi rdc,5,katsande daniel,m,zanu (pf),1,2717
mash east,mudzi rdc,5,kapfunde stanley,m,mdc-t,1,73
mash east,mudzi rdc,6,govanyika wonder,m,zanu (pf),1,2389
mash east,mudzi rdc,6,katsande tinei,m,mdc-t,1,81
mash east,mudzi rdc,7,mutsenhu magret,f,zanu (pf),1,3458
mash east,mudzi rdc,7,nyamukondiwa tapiwa,m,mdc-t,1,331
mash east,mudzi rdc,8,mutero chipo,f,zanu (pf),1,2406
mash east,mudzi rdc,8,mahuni cosmas,m,mdc-t,1,287
mash east,mudzi rdc,9,alois kambambaira,m,zanu (pf),1,2138
mash east,mudzi rdc,9,makodzo toitei,m,mdc-t,1,152
mash east,mudzi rdc,10,kufakwemba david,m,zanu (pf),1,2639
mash east,mudzi rdc,10,chabveka kufanyore,m,mdc-t,1,585
mash east,mudzi rdc,11,pedzai katsande,m,zanu (pf),1,1864
mash east,mudzi rdc,11,gomo tichaona,m,mdc-t,1,373
mash east,mudzi rdc,12,mukande fidelis,m,zanu (pf),1,2973
mash east,mudzi rdc,12,chikwedze tawanda,m,mdc-t,1,270
mash east,mudzi rdc,13,nyakuchena innocent,m,zanu (pf),1,1718
mash east,mudzi rdc,13,katavhinya zvamaita,m,mdc-t,1,133
mash east,mudzi rdc,14,chitemamuswe tivirai,m,zanu (pf),1,4031
mash east,mudzi rdc,14,kamhapa tendai,m,mdc-t,1,57
mash east,mudzi rdc,15,kaukonde zvai,m,zanu (pf),1,2867
mash east,mudzi rdc,15,nyambo tichafa,m,mdc-t,1,291
mash east,mudzi rdc,16,gondo sebina,f,zanu (pf),1,2284
mash east,mudzi rdc,16,nyahanana tapuwa,m,mdc-t,1,128
mash east,mudzi rdc,17,makarutse kennedy,m,zanu (pf),1,1704
mash east,mudzi rdc,17,mahachi fungai,m,mdc-t,1,257
mash east,mudzi rdc,18,musakanyi grace,f,zanu (pf),1,1454
mash east,mudzi rdc,18,bote leonard,m,mdc-t,1,40
mash east,murewa rdc,1,dzvinyangoma resta,f,zanu (pf),1,1318
mash east,murewa rdc,1,muzanenhamo brian,m,mdc-t,1,127
mash east,murewa rdc,2,dandara dezman,m,zanu (pf),1,1026
mash east,murewa rdc,2,nyandoro fungai,m,mdc-t,1,170
mash east,murewa rdc,3,munyukwi felix,m,zanu (pf),1,1120
mash east,murewa rdc,3,matuku veronica,f,mdc-t,1,364
mash east,murewa rdc,4,misiyarira musupayi nelson,m,zanu (pf),1,1163
mash east,murewa rdc,4,motsi sylvester,m,mdc-t,1,288
mash east,murewa rdc,5,chimuteka tafireyi shadreck,m,zanu (pf),1,1074
mash east,murewa rdc,5,mahachi marshall,m,mdc-t,1,232
mash east,murewa rdc,6,kanyemba inviolata,f,zanu (pf),1,225
mash east,murewa rdc,6,chidavaenzi daniel kudakwashe,m,mdc-t,1,91
mash east,murewa rdc,7,mabunu tawanda,m,zanu (pf),1,189
mash east,murewa rdc,7,magadza viola,f,mdc-t,1,108
mash east,murewa rdc,8,mujuru jonathan,m,zanu (pf),1,1775
mash east,murewa rdc,8,elisha chirimumimba,m,mdc-t,1,613
mash east,murewa rdc,8,mhirizhonga kingstone,m,mdc-t,1,145
mash east,murewa rdc,9,chisango netsai,f,zanu (pf),1,1059
mash east,murewa rdc,9,sixpence pauline,f,mdc-t,1,209
mash east,murewa rdc,10,matara christmas,m,zanu (pf),1,1548
mash east,murewa rdc,10,kadhawu anyway,m,mdc-t,1,192
mash east,murewa rdc,11,matema andrew zinyati,m,zanu (pf),1,1917
mash east,murewa rdc,11,munyoro lovemore,m,mdc-t,1,622
mash east,murewa rdc,11,munemo joseph,m,mdc,1,191
mash east,murewa rdc,12,muvirimi conrad,m,zanu (pf),1,1531
mash east,murewa rdc,12,munemo fungai,m,mdc-t,1,791
mash east,murewa rdc,12,chitiga rangarirai,m,mdc,1,162
mash east,murewa rdc,13,chirenda jennipher,f,zanu (pf),1,1023
mash east,murewa rdc,13,matengera tongoona,m,mdc-t,1,448
mash east,murewa rdc,14,maliki israel,m,zanu (pf),1,1634
mash east,murewa rdc,14,dengezi simblisio,m,mdc-t,1,415
mash east,murewa rdc,15,madziva godfrey,m,zanu (pf),1,1233
mash east,murewa rdc,15,bopoto mapfumo,m,mdc-t,1,328
mash east,murewa rdc,15,marozva engisi,m,mdc,1,39
mash east,murewa rdc,16,chinyani lesban,m,zanu (pf),1,1894
mash east,murewa rdc,16,machokoto tompson tendai,m,mdc-t,1,418
mash east,murewa rdc,17,matanhike justice,m,zanu (pf),1,1018
mash east,murewa rdc,17,mujuru dorcas,f,mdc-t,1,290
mash east,murewa rdc,17,rukwata desmond,m,mdc,1,68
mash east,murewa rdc,18,dandawa gilbert,m,zanu (pf),1,891
mash east,murewa rdc,18,zvomuya webster,m,mdc-t,1,334
mash east,murewa rdc,19,shangwa agrippa,m,zanu (pf),1,877
mash east,murewa rdc,19,masawi tobias,m,mdc-t,1,135
mash east,murewa rdc,19,rewayi mashia,f,mdc,1,26
mash east,murewa rdc,20,marume venians,m,zanu (pf),1,1512
mash east,murewa rdc,20,chinyenye cosmas,m,mdc-t,1,107
mash east,murewa rdc,21,mashaire misheck,m,zanu (pf),1,1276
mash east,murewa rdc,21,zinzada macdonald,m,mdc-t,1,188
