local_authority,ward,candidate_srn
Gokwe South RDC,17,4214
Gokwe South RDC,17,4215
Gokwe South RDC,17,4216
Gokwe South RDC,18,4217
Gokwe South RDC,18,4218
Gokwe South RDC,19,4219
Gokwe South RDC,19,4220
Gokwe South RDC,19,4221
Gokwe South RDC,19,4222
Gokwe South RDC,20,4223
Gokwe South RDC,20,4224
Gokwe South RDC,21,4225
Gokwe South RDC,21,4226
Gokwe South RDC,22,4227
Gokwe South RDC,22,4228
Gokwe South RDC,23,4229
Gokwe South RDC,23,4230
Gokwe South RDC,24,4231
Gokwe South RDC,24,4232
Gokwe South RDC,25,4233
Gokwe South RDC,25,4234
Gokwe South RDC,26,4235
Gokwe South RDC,26,4236
Gokwe South RDC,27,4237
Gokwe South RDC,27,4238
Gokwe South RDC,28,4239
Gokwe South RDC,28,4240
Gokwe South RDC,29,4241
Gokwe South RDC,29,4242
Gokwe South RDC,30,4243
Gokwe South RDC,30,4244
Gokwe South RDC,31,4245
Gokwe South RDC,31,4246
Gokwe South RDC,32,4247
Gokwe South RDC,32,4248
Gokwe South RDC,33,4249
Gokwe South RDC,33,4250
Gokwe South RDC,33,4251
Gokwe Town Council,1,4252
Gokwe Town Council,1,4253
Gokwe Town Council,1,4254
Gokwe Town Council,2,4255
Gokwe Town Council,2,4256
Gokwe Town Council,2,4257
Gokwe Town Council,3,4258
Gokwe Town Council,3,4259
Gokwe Town Council,3,4260
Gokwe Town Council,4,4261
Gokwe Town Council,4,4262
Gokwe Town Council,5,4263
Gokwe Town Council,5,4264
Gokwe Town Council,6,4265
Gokwe Town Council,6,4266
Gweru Municipality,1,4267
Gweru Municipality,1,4268
Gweru Municipality,1,4269
Gweru Municipality,2,4270
Gweru Municipality,2,4271
Gweru Municipality,2,4272
Gweru Municipality,2,4273
Gweru Municipality,2,4274
Gweru Municipality,3,4275
Gweru Municipality,3,4276
Gweru Municipality,3,4277
Gweru Municipality,4,4278
Gweru Municipality,4,4279
Gweru Municipality,4,4280
Gweru Municipality,4,4281
Gweru Municipality,5,4282
Gweru Municipality,5,4283
Gweru Municipality,5,4284
Gweru Municipality,5,4285
Gweru Municipality,6,4286
Gweru Municipality,6,4287
Gweru Municipality,6,4288
Gweru Municipality,6,4289
Gweru Municipality,7,4290
Gweru Municipality,7,4291
Gweru Municipality,7,4292
Gweru Municipality,7,4293
Gweru Municipality,8,4294
Gweru Municipality,8,4295
Gweru Municipality,8,4296
Gweru Municipality,8,4297
Gweru Municipality,8,4298
Gweru Municipality,9,4299
Gweru Municipality,9,4300
Gweru Municipality,9,4301
Gweru Municipality,10,4302
Gweru Municipality,10,4303
Gweru Municipality,10,4304
Gweru Municipality,10,4305
Gweru Municipality,11,4306
Gweru Municipality,11,4307
Gweru Municipality,11,4308
Gweru Municipality,11,4309
Gweru Municipality,12,4310
Gweru Municipality,12,4311
Gweru Municipality,12,4312
Gweru Municipality,12,4313
Gweru Municipality,13,4314
Gweru Municipality,13,4315
Gweru Municipality,13,4316
Gweru Municipality,13,4317
Gweru Municipality,14,4318
Gweru Municipality,14,4319
Gweru Municipality,14,4320
Gweru Municipality,14,4321
Gweru Municipality,15,4322
Gweru Municipality,15,4323
Gweru Municipality,15,4324
Gweru Municipality,16,4325
Gweru Municipality,16,4326
Gweru Municipality,16,4327
Gweru Municipality,16,4328
Gweru Municipality,17,4329
Gweru Municipality,17,4330
Gweru Municipality,17,4331
Gweru Municipality,17,4332
Gweru Municipality,18,4333
Gweru Municipality,18,4334
Gweru Municipality,18,4335
Kwekwe Municipality,1,4336
Kwekwe Municipality,1,4337
Kwekwe Municipality,1,4338
Kwekwe Municipality,2,4339
Kwekwe Municipality,2,4340
Kwekwe Municipality,2,4341
Kwekwe Municipality,3,4342
Kwekwe Municipality,3,4343
Kwekwe Municipality,3,4344
Kwekwe Municipality,4,4345
Kwekwe Municipality,4,4346
Kwekwe Municipality,4,4347
Kwekwe Municipality,5,4348
Kwekwe Municipality,5,4349
Kwekwe Municipality,5,4350
Kwekwe Municipality,6,4351
Kwekwe Municipality,6,4352
Kwekwe Municipality,6,4353
Kwekwe Municipality,7,4354
Kwekwe Municipality,7,4355
Kwekwe Municipality,7,4356
Kwekwe Municipality,8,4357
Kwekwe Municipality,8,4358
Kwekwe Municipality,8,4359
Kwekwe Municipality,9,4360
Kwekwe Municipality,9,4361
Kwekwe Municipality,9,4362
Kwekwe Municipality,10,4363
Kwekwe Municipality,10,4364
Kwekwe Municipality,11,4365
Kwekwe Municipality,11,4366
Kwekwe Municipality,11,4367
Kwekwe Municipality,12,4368
Kwekwe Municipality,12,4369
Kwekwe Municipality,12,4370
Kwekwe Municipality,13,4371
Kwekwe Municipality,13,4372
Kwekwe Municipality,13,4373
Kwekwe Municipality,14,4374
Kwekwe Municipality,14,4375
Kwekwe Municipality,14,4376
Mberengwa RDC,1,4377
Mberengwa RDC,1,4378
Mberengwa RDC,2,4379
Mberengwa RDC,2,4380
Mberengwa RDC,3,4381
Mberengwa RDC,4,4382
Mberengwa RDC,4,4383
Mberengwa RDC,5,4384
Mberengwa RDC,5,4385
Mberengwa RDC,6,4386
Mberengwa RDC,6,4387
Mberengwa RDC,7,4388
Mberengwa RDC,7,4389
Mberengwa RDC,8,4390
Mberengwa RDC,8,4391
Mberengwa RDC,9,4392
Mberengwa RDC,9,4393
Mberengwa RDC,10,4394
Mberengwa RDC,10,4395
Mberengwa RDC,11,4396
Mberengwa RDC,11,4397
Mberengwa RDC,12,4398
Mberengwa RDC,12,4399
Mberengwa RDC,13,4400
Mberengwa RDC,13,4401
Mberengwa RDC,14,4402
Mberengwa RDC,14,4403
Mberengwa RDC,15,4404
Mberengwa RDC,15,4405
Mberengwa RDC,16,4406
Mberengwa RDC,16,4407
Mberengwa RDC,17,4408
Mberengwa RDC,17,4409
Mberengwa RDC,18,4410
Mberengwa RDC,18,4411
Mberengwa RDC,19,4412
Mberengwa RDC,19,4413
Mberengwa RDC,20,4414
Mberengwa RDC,20,4415
Mberengwa RDC,20,4416
Mberengwa RDC,21,4417
Mberengwa RDC,21,4418
Mberengwa RDC,22,4419
Mberengwa RDC,22,4420
Mberengwa RDC,23,4421
Mberengwa RDC,23,4422
Mberengwa RDC,24,4423
Mberengwa RDC,24,4424
Mberengwa RDC,25,4425
Mberengwa RDC,26,4426
Mberengwa RDC,26,4427
Mberengwa RDC,26,4428
Mberengwa RDC,27,4429
Mberengwa RDC,27,4430
Mberengwa RDC,28,4431
Mberengwa RDC,28,4432
Mberengwa RDC,29,4433
Mberengwa RDC,29,4434
Mberengwa RDC,30,4435
Mberengwa RDC,30,4436
Mberengwa RDC,30,4437
Mberengwa RDC,31,4438
Mberengwa RDC,31,4439
Mberengwa RDC,32,4440
Mberengwa RDC,32,4441
Mberengwa RDC,33,4442
Mberengwa RDC,33,4443
Mberengwa RDC,34,4444
Mberengwa RDC,34,4445
Mberengwa RDC,35,4446
Mberengwa RDC,35,4447
Mberengwa RDC,36,4448
Mberengwa RDC,36,4449
Mberengwa RDC,37,4450
Mberengwa RDC,37,4451
Redcliff Municipality,1,4452
Redcliff Municipality,1,4453
Redcliff Municipality,1,4454
Redcliff Municipality,1,4455
Redcliff Municipality,2,4456
Redcliff Municipality,2,4457
Redcliff Municipality,2,4458
Redcliff Municipality,2,4459
Redcliff Municipality,3,4460
Redcliff Municipality,3,4461
Redcliff Municipality,3,4462
Redcliff Municipality,3,4463
Redcliff Municipality,4,4464
Redcliff Municipality,4,4465
Redcliff Municipality,4,4466
Redcliff Municipality,4,4467
Redcliff Municipality,5,4468
Redcliff Municipality,5,4469
Redcliff Municipality,5,4470
Redcliff Municipality,5,4471
Redcliff Municipality,6,4472
Redcliff Municipality,6,4473
Redcliff Municipality,6,4474
Redcliff Municipality,7,4475
Redcliff Municipality,7,4476
Redcliff Municipality,7,4477
Redcliff Municipality,7,4478
Redcliff Municipality,8,4479
Redcliff Municipality,8,4480
Redcliff Municipality,8,4481
Redcliff Municipality,8,4482
Redcliff Municipality,9,4483
Redcliff Municipality,9,4484
Redcliff Municipality,9,4485
Runde RDC,1,4486
Runde RDC,1,4487
Runde RDC,2,4488
Runde RDC,2,4489
Runde RDC,2,4490
Runde RDC,3,4491
Runde RDC,3,4492
Runde RDC,4,4493
Runde RDC,4,4494
Runde RDC,5,4495
Runde RDC,5,4496
Runde RDC,6,4497
Runde RDC,6,4498
Runde RDC,7,4499
Runde RDC,7,4500
Runde RDC,7,4501
Runde RDC,8,4502
Runde RDC,8,4503
Runde RDC,8,4504
Runde RDC,9,4505
Runde RDC,9,4506
Runde RDC,10,4507
Runde RDC,10,4508
Runde RDC,11,4509
Runde RDC,11,4510
Runde RDC,11,4511
Runde RDC,12,4512
Runde RDC,12,4513
Runde RDC,13,4514
Runde RDC,13,4515
Runde RDC,13,4516
Runde RDC,14,4517
Runde RDC,14,4518
Runde RDC,15,4519
Runde RDC,15,4520
Runde RDC,16,4521
Runde RDC,16,4522
Runde RDC,17,4523
Runde RDC,17,4524
Runde RDC,17,4525
Runde RDC,18,4526
Runde RDC,18,4527
Runde RDC,19,4528
Runde RDC,19,4529
Shurugwi Town council,1,4530
Shurugwi Town council,1,4531
Shurugwi Town council,2,4532
Shurugwi Town council,2,4533
Shurugwi Town council,2,4534
Shurugwi Town council,3,4535
Shurugwi Town council,3,4536
Shurugwi Town council,4,4537
Shurugwi Town council,4,4538
Shurugwi Town council,5,4539
Shurugwi Town council,5,4540
Shurugwi Town council,5,4541
Shurugwi Town council,6,4542
Shurugwi Town council,6,4543
Shurugwi Town council,7,4544
Shurugwi Town council,7,4545
Shurugwi Town council,8,4546
Shurugwi Town council,8,4547
Shurugwi Town council,9,4548
Shurugwi Town council,9,4549
Shurugwi Town council,9,4550
Shurugwi Town council,10,4551
Shurugwi Town council,10,4552
Shurugwi Town council,10,4553
Shurugwi Town council,11,4554
Shurugwi Town council,11,4555
Shurugwi Town council,11,4556
Shurugwi Town council,12,4557
Shurugwi Town council,12,4558
Shurugwi Town council,13,4559
Shurugwi Town council,13,4560
Takawira RDC,1,4561
Takawira RDC,1,4562
Takawira RDC,2,4563
Takawira RDC,2,4564
Takawira RDC,2,4565
Takawira RDC,3,4566
Takawira RDC,3,4567
Takawira RDC,4,4568
Takawira RDC,4,4569
Takawira RDC,5,4570
Takawira RDC,5,4571
Takawira RDC,6,4572
Takawira RDC,6,4573
Takawira RDC,7,4574
Takawira RDC,7,4575
Takawira RDC,8,4576
Takawira RDC,8,4577
Takawira RDC,9,4578
Takawira RDC,9,4579
Takawira RDC,10,4580
Takawira RDC,10,4581
Takawira RDC,11,4582
Takawira RDC,11,4583
Takawira RDC,12,4584
Takawira RDC,13,4585
Takawira RDC,13,4586
Takawira RDC,14,4587
Takawira RDC,14,4588
Takawira RDC,15,4589
Takawira RDC,15,4590
Takawira RDC,16,4591
Takawira RDC,16,4592
Takawira RDC,17,4593
Takawira RDC,17,4594
Takawira RDC,17,4595
Takawira RDC,18,4596
Takawira RDC,18,4597
Takawira RDC,18,4598
Takawira RDC,19,4599
Takawira RDC,20,4600
Takawira RDC,20,4601
Takawira RDC,21,4602
Takawira RDC,21,4603
Takawira RDC,22,4604
Takawira RDC,22,4605
Takawira RDC,22,4606
Takawira RDC,23,4607
Takawira RDC,23,4608
Takawira RDC,24,4609
Takawira RDC,24,4610
Takawira RDC,25,4611
Takawira RDC,25,4612
Tongogara RDC,1,4613
Tongogara RDC,1,4614
Tongogara RDC,2,4615
Tongogara RDC,2,4616
Tongogara RDC,3,4617
Tongogara RDC,3,4618
Tongogara RDC,4,4619
Tongogara RDC,4,4620
Tongogara RDC,5,4621
Tongogara RDC,5,4622
Tongogara RDC,6,4623
Tongogara RDC,6,4624
Tongogara RDC,7,4625
Tongogara RDC,7,4626
Tongogara RDC,8,4627
Tongogara RDC,8,4628
Tongogara RDC,8,4629
Tongogara RDC,9,4630
Tongogara RDC,9,4631
Tongogara RDC,10,4632
Tongogara RDC,10,4633
Tongogara RDC,11,4634
Tongogara RDC,11,4635
Tongogara RDC,12,4636
Tongogara RDC,12,4637
Tongogara RDC,13,4638
Tongogara RDC,13,4639
Tongogara RDC,14,4640
Tongogara RDC,14,4641
Tongogara RDC,15,4642
Tongogara RDC,15,4643
Tongogara RDC,16,4644
Tongogara RDC,16,4645
Tongogara RDC,17,4646
Tongogara RDC,17,4647
Tongogara RDC,17,4648
Tongogara RDC,18,4649
Tongogara RDC,18,4650
Tongogara RDC,19,4651
Tongogara RDC,19,4652
Tongogara RDC,20,4653
Tongogara RDC,20,4654
Tongogara RDC,21,4655
Tongogara RDC,21,4656
Tongogara RDC,22,4657
Tongogara RDC,22,4658
Tongogara RDC,23,4659
Tongogara RDC,23,4660
Tongogara RDC,24,4661
Tongogara RDC,24,4662
Vungu RDC,1,4663
Vungu RDC,1,4664
Vungu RDC,1,4665
Vungu RDC,2,4666
Vungu RDC,2,4667
Vungu RDC,2,4668
Vungu RDC,3,4669
Vungu RDC,3,4670
Vungu RDC,3,4671
Vungu RDC,4,4672
Vungu RDC,4,4673
Vungu RDC,4,4674
Vungu RDC,5,4675
Vungu RDC,5,4676
Vungu RDC,6,4677
Vungu RDC,6,4678
Vungu RDC,6,4679
Vungu RDC,6,4680
Vungu RDC,7,4681
Vungu RDC,7,4682
Vungu RDC,7,4683
Vungu RDC,7,4684
Vungu RDC,8,4685
Vungu RDC,8,4686
Vungu RDC,8,4687
Vungu RDC,8,4688
Vungu RDC,8,4689
Vungu RDC,9,4690
Vungu RDC,9,4691
Vungu RDC,9,4692
Vungu RDC,10,4693
Vungu RDC,10,4694
Vungu RDC,11,4695
Vungu RDC,11,4696
Vungu RDC,11,4697
Vungu RDC,12,4698
Vungu RDC,12,4699
Vungu RDC,12,4700
Vungu RDC,13,4701
Vungu RDC,13,4702
Vungu RDC,13,4703
Vungu RDC,14,4704
Vungu RDC,14,4705
Vungu RDC,15,4706
Vungu RDC,15,4707
Vungu RDC,15,4708
Vungu RDC,16,4709
Vungu RDC,16,4710
Vungu RDC,17,4711
Vungu RDC,17,4712
Vungu RDC,17,4713
Vungu RDC,18,4714
Vungu RDC,18,4715
Vungu RDC,18,4716
Vungu RDC,19,4717
Vungu RDC,19,4718
Vungu RDC,19,4719
Zibagwe RDC,1,4720
Zibagwe RDC,2,4721
Zibagwe RDC,3,4722
Zibagwe RDC,4,4723
Zibagwe RDC,4,4724
Zibagwe RDC,5,4725
Zibagwe RDC,6,4726
Zibagwe RDC,6,4727
Zibagwe RDC,7,4728
Zibagwe RDC,7,4729
Zibagwe RDC,8,4730
Zibagwe RDC,8,4731
Zibagwe RDC,9,4732
Zibagwe RDC,9,4733
Zibagwe RDC,9,4734
Zibagwe RDC,10,4735
Zibagwe RDC,10,4736
Zibagwe RDC,10,4737
Zibagwe RDC,11,4738
Zibagwe RDC,11,4739
Zibagwe RDC,11,4740
Zibagwe RDC,12,4741
Zibagwe RDC,12,4742
Zibagwe RDC,12,4743
Zibagwe RDC,13,4744
Zibagwe RDC,13,4745
Zibagwe RDC,14,4746
Zibagwe RDC,14,4747
Zibagwe RDC,14,4748
Zibagwe RDC,15,4749
Zibagwe RDC,15,4750
Zibagwe RDC,16,4751
Zibagwe RDC,16,4752
Zibagwe RDC,16,4753
Zibagwe RDC,17,4754
Zibagwe RDC,17,4755
Zibagwe RDC,17,4756
Zibagwe RDC,18,4757
Zibagwe RDC,18,4758
Zibagwe RDC,18,4759
Zibagwe RDC,19,4760
Zibagwe RDC,19,4761
Zibagwe RDC,20,4762
Zibagwe RDC,20,4763
Zibagwe RDC,21,4764
Zibagwe RDC,21,4765
Zibagwe RDC,22,4766
Zibagwe RDC,22,4767
Zibagwe RDC,22,4768
Zibagwe RDC,23,4769
Zibagwe RDC,23,4770
Zibagwe RDC,23,4771
Zibagwe RDC,24,4772
Zibagwe RDC,24,4773
Zibagwe RDC,25,4774
Zibagwe RDC,25,4775
Zibagwe RDC,26,4776
Zibagwe RDC,27,4777
Zibagwe RDC,27,4778
Zibagwe RDC,28,4779
Zibagwe RDC,28,4780
Zibagwe RDC,29,4781
Zibagwe RDC,29,4782
Zibagwe RDC,30,4783
Zibagwe RDC,31,4784
Zibagwe RDC,31,4785
Zibagwe RDC,32,4786
Zibagwe RDC,32,4787
Zibagwe RDC,33,4788
Zibagwe RDC,33,4789
Zibagwe RDC,33,4790
Zvishavane Town Council,1,4791
Zvishavane Town Council,1,4792
Zvishavane Town Council,1,4793
Zvishavane Town Council,2,4794
Zvishavane Town Council,2,4795
Zvishavane Town Council,3,4796
Zvishavane Town Council,3,4797
Zvishavane Town Council,4,4798
Zvishavane Town Council,4,4799
Zvishavane Town Council,4,4800
Zvishavane Town Council,4,4801
Zvishavane Town Council,5,4802
Zvishavane Town Council,5,4803
Zvishavane Town Council,5,4804
Zvishavane Town Council,6,4805
Zvishavane Town Council,6,4806
Zvishavane Town Council,6,4807
Zvishavane Town Council,7,4808
Zvishavane Town Council,7,4809
Zvishavane Town Council,7,4810
Zvishavane Town Council,7,4811
Zvishavane Town Council,7,4812
Zvishavane Town Council,8,4813
Zvishavane Town Council,8,4814
Zvishavane Town Council,8,4815
Zvishavane Town Council,8,4816
Zvishavane Town Council,9,4817
Zvishavane Town Council,9,4818
Zvishavane Town Council,9,4819
Zvishavane Town Council,10,4820
Zvishavane Town Council,10,4821
Zvishavane Town Council,10,4822
